index,precio
2018-11-06,62.16
2018-11-07,61.69
2018-11-08,60.71
2018-11-09,60.19
2018-11-10,60.19
2018-11-11,60.19
2018-11-12,59.85
2018-11-13,55.63
2018-11-14,56.16
2018-11-15,56.45
2018-11-16,56.49
2018-11-17,56.49
2018-11-18,56.49
2018-11-19,57.16
2018-11-20,53.39
2018-11-21,54.41
2018-11-22,54.41
2018-11-23,54.41
2018-11-24,54.41
2018-11-25,54.41
2018-11-26,51.46
2018-11-27,51.31
2018-11-28,50.06
2018-11-29,51.46
2018-11-30,50.78
2018-12-01,50.78
2018-12-02,50.78
2018-12-03,52.98
2018-12-04,53.21
2018-12-05,52.64
2018-12-06,51.54
2018-12-07,52.76
2018-12-08,52.76
2018-12-09,52.76
2018-12-10,51.07
2018-12-11,51.65
2018-12-12,51.04
2018-12-13,52.69
2018-12-14,51.26
2018-12-15,51.26
2018-12-16,51.26
2018-12-17,49.8
2018-12-18,46.12
2018-12-19,47.96
2018-12-20,45.64
2018-12-21,45.38
2018-12-22,45.38
2018-12-23,45.38
2018-12-24,45.38
2018-12-25,45.38
2018-12-26,46.04
2018-12-27,44.48
2018-12-28,45.15
2018-12-29,45.15
2018-12-30,45.15
2018-12-31,45.15
2019-01-01,45.15
2019-01-02,46.31
2019-01-03,46.92
2019-01-04,47.76
2019-01-05,47.76
2019-01-06,47.76
2019-01-07,48.27
2019-01-08,49.58
2019-01-09,52.19
2019-01-10,52.42
2019-01-11,51.44
2019-01-12,51.44
2019-01-13,51.44
2019-01-14,50.31
2019-01-15,51.8
2019-01-16,52.08
2019-01-17,51.83
2019-01-18,53.6
2019-01-19,53.6
2019-01-20,53.6
2019-01-21,53.6
2019-01-22,52.59
2019-01-23,52.44
2019-01-24,52.94
2019-01-25,53.53
2019-01-26,53.53
2019-01-27,53.53
2019-01-28,51.79
2019-01-29,53.07
2019-01-30,54.18
2019-01-31,53.84
2019-02-01,55.29
2019-02-02,55.29
2019-02-03,55.29
2019-02-04,54.57
2019-02-05,53.69
2019-02-06,53.94
2019-02-07,52.68
2019-02-08,52.75
2019-02-09,52.75
2019-02-10,52.75
2019-02-11,52.43
2019-02-12,53.14
2019-02-13,53.84
2019-02-14,54.4
2019-02-15,55.58
2019-02-16,55.58
2019-02-17,55.58
2019-02-18,55.58
2019-02-19,56.12
2019-02-20,56.9
2019-02-21,56.95
2019-02-22,57.01
2019-02-23,57.01
2019-02-24,57.01
2019-02-25,55.32
2019-02-26,55.4
2019-02-27,56.92
2019-02-28,57.21
2019-03-01,55.76
2019-03-02,55.76
2019-03-03,55.76
2019-03-04,56.6
2019-03-05,56.55
2019-03-06,56.22
2019-03-07,56.6
2019-03-08,55.77
2019-03-09,55.77
2019-03-10,55.77
2019-03-11,56.79
2019-03-12,56.89
2019-03-13,58.27
2019-03-14,58.59
2019-03-15,58.51
2019-03-16,58.51
2019-03-17,58.51
2019-03-18,59.09
2019-03-19,59.12
2019-03-20,60.12
2019-03-21,59.98
2019-03-22,58.87
2019-03-23,58.87
2019-03-24,58.87
2019-03-25,58.71
2019-03-26,59.87
2019-03-27,59.39
2019-03-28,59.29
2019-03-29,60.19
2019-03-30,60.19
2019-03-31,60.19
2019-04-01,61.59
2019-04-02,62.53
2019-04-03,62.46
2019-04-04,62.12
2019-04-05,63.1
2019-04-06,63.1
2019-04-07,63.1
2019-04-08,64.37
2019-04-09,64.05
2019-04-10,64.62
2019-04-11,63.61
2019-04-12,63.86
2019-04-13,63.86
2019-04-14,63.86
2019-04-15,63.43
2019-04-16,64.01
2019-04-17,63.74
2019-04-18,64.02
2019-04-19,64.02
2019-04-20,64.02
2019-04-21,64.02
2019-04-22,65.66
2019-04-23,66.24
2019-04-24,65.96
2019-04-25,65.23
2019-04-26,63.29
2019-04-27,63.29
2019-04-28,63.29
2019-04-29,63.39
2019-04-30,63.83
2019-05-01,63.55
2019-05-02,61.75
2019-05-03,61.98
2019-05-04,61.98
2019-05-05,61.98
2019-05-06,62.3
2019-05-07,61.41
2019-05-08,62.13
2019-05-09,61.58
2019-05-10,61.65
2019-05-11,61.65
2019-05-12,61.65
2019-05-13,60.97
2019-05-14,61.82
2019-05-15,62.03
2019-05-16,62.93
2019-05-17,62.77
2019-05-18,62.77
2019-05-19,62.77
2019-05-20,63.12
2019-05-21,63.02
2019-05-22,61.42
2019-05-23,57.65
2019-05-24,58.4
2019-05-25,58.4
2019-05-26,58.4
2019-05-27,58.4
2019-05-28,58.91
2019-05-29,58.84
2019-05-30,56.47
2019-05-31,53.49
2019-06-01,53.49
2019-06-02,53.49
2019-06-03,53.25
2019-06-04,53.5
2019-06-05,51.57
2019-06-06,52.59
2019-06-07,53.95
2019-06-08,53.95
2019-06-09,53.95
2019-06-10,53.33
2019-06-11,53.3
2019-06-12,51.13
2019-06-13,52.38
2019-06-14,52.47
2019-06-15,52.47
2019-06-16,52.47
2019-06-17,51.94
2019-06-18,53.86
2019-06-19,53.74
2019-06-20,56.88
2019-06-21,57.35
2019-06-22,57.35
2019-06-23,57.35
2019-06-24,57.73
2019-06-25,57.63
2019-06-26,59.17
2019-06-27,59.18
2019-06-28,58.2
2019-06-29,58.2
2019-06-30,58.2
2019-07-01,58.91
2019-07-02,56.0
2019-07-03,57.06
2019-07-04,57.06
2019-07-05,57.06
2019-07-06,57.06
2019-07-07,57.06
2019-07-08,57.35
2019-07-09,57.57
2019-07-10,60.28
2019-07-11,59.93
2019-07-12,59.99
2019-07-13,59.99
2019-07-14,59.99
2019-07-15,59.3
2019-07-16,57.44
2019-07-17,56.5
2019-07-18,55.08
2019-07-19,55.42
2019-07-20,55.42
2019-07-21,55.42
2019-07-22,55.87
2019-07-23,56.58
2019-07-24,55.9
2019-07-25,55.88
2019-07-26,56.04
2019-07-27,56.04
2019-07-28,56.04
2019-07-29,56.85
2019-07-30,58.04
2019-07-31,58.53
2019-08-01,53.64
2019-08-02,55.67
2019-08-03,55.67
2019-08-04,55.67
2019-08-05,54.63
2019-08-06,53.6
2019-08-07,51.14
2019-08-08,52.6
2019-08-09,54.41
2019-08-10,54.41
2019-08-11,54.41
2019-08-12,54.98
2019-08-13,57.05
2019-08-14,55.16
2019-08-15,54.51
2019-08-16,54.83
2019-08-17,54.83
2019-08-18,54.83
2019-08-19,56.24
2019-08-20,56.18
2019-08-21,55.65
2019-08-22,55.33
2019-08-23,54.08
2019-08-24,54.08
2019-08-25,54.08
2019-08-26,53.54
2019-08-27,54.99
2019-08-28,55.76
2019-08-29,56.67
2019-08-30,55.07
2019-08-31,55.07
2019-09-01,55.07
2019-09-02,55.07
2019-09-03,53.91
2019-09-04,56.22
2019-09-05,56.33
2019-09-06,56.45
2019-09-07,56.45
2019-09-08,56.45
2019-09-09,57.88
2019-09-10,57.37
2019-09-11,55.66
2019-09-12,55.13
2019-09-13,54.76
2019-09-14,54.76
2019-09-15,54.76
2019-09-16,63.1
2019-09-17,59.26
2019-09-18,58.19
2019-09-19,58.19
2019-09-20,57.92
2019-09-21,57.92
2019-09-22,57.92
2019-09-23,58.69
2019-09-24,57.22
2019-09-25,56.38
2019-09-26,56.24
2019-09-27,55.95
2019-09-28,55.95
2019-09-29,55.95
2019-09-30,54.09
2019-10-01,53.6
2019-10-02,52.67
2019-10-03,52.41
2019-10-04,52.84
2019-10-05,52.84
2019-10-06,52.84
2019-10-07,52.76
2019-10-08,52.64
2019-10-09,52.63
2019-10-10,53.57
2019-10-11,54.76
2019-10-12,54.76
2019-10-13,54.76
2019-10-14,53.57
2019-10-15,52.81
2019-10-16,53.42
2019-10-17,53.89
2019-10-18,53.75
2019-10-19,53.75
2019-10-20,53.75
2019-10-21,53.28
2019-10-22,54.21
2019-10-23,55.9
2019-10-24,56.11
2019-10-25,56.52
2019-10-26,56.52
2019-10-27,56.52
2019-10-28,55.6
2019-10-29,55.34
2019-10-30,54.85
2019-10-31,54.02
2019-11-01,56.04
2019-11-02,56.04
2019-11-03,56.04
2019-11-04,56.33
2019-11-05,57.04
2019-11-06,56.15
2019-11-07,56.91
2019-11-08,57.02
2019-11-09,57.02
2019-11-10,57.02
2019-11-11,56.61
2019-11-12,56.67
2019-11-13,56.88
2019-11-14,56.57
2019-11-15,57.54
2019-11-16,57.54
2019-11-17,57.54
2019-11-18,56.82
2019-11-19,54.93
2019-11-20,56.71
2019-11-21,58.36
2019-11-22,57.68
2019-11-23,57.68
2019-11-24,57.68
2019-11-25,57.79
2019-11-26,58.25
2019-11-27,58.12
2019-11-28,58.12
2019-11-29,58.12
2019-11-30,58.12
2019-12-01,58.12
2019-12-02,55.97
2019-12-03,56.15
2019-12-04,58.46
2019-12-05,58.42
2019-12-06,59.2
2019-12-07,59.2
2019-12-08,59.2
2019-12-09,58.99
2019-12-10,59.22
2019-12-11,58.74
2019-12-12,59.18
2019-12-13,60.11
2019-12-14,60.11
2019-12-15,60.11
2019-12-16,60.21
2019-12-17,60.88
2019-12-18,60.93
2019-12-19,61.3
2019-12-20,60.43
2019-12-21,60.43
2019-12-22,60.43
2019-12-23,60.51
2019-12-24,61.17
2019-12-25,61.17
2019-12-26,61.72
2019-12-27,61.76
2019-12-28,61.76
2019-12-29,61.76
2019-12-30,61.66
2019-12-31,61.14
