producto,year,month,day,precio_min,precio_max,precio_mean
PAPA CANCHAN,2018,4,4,0.65,0.9,0.78
CEBOLLA CABEZA BLANCA NACIONAL,2018,4,3,0.5,1.2,0.85
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,4,3,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,4,3,1.0,1.5,1.28
PAPA AMARILLA,2018,4,3,1.0,1.3,1.15
PAPA BLANCA/VALLE/OTROS,2018,4,3,0.5,0.85,0.68
PAPA COLOR/VALLE/OTROS,2018,4,3,0.65,0.85,0.74
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,4,3,1.0,1.2,1.08
PAPA HUAMANTANGA,2018,4,3,0.95,1.05,1.0
PAPA NEGRA ANDINA,2018,4,3,0.55,0.78,0.7
PAPA PERUANITA (INJERTO),2018,4,3,0.95,1.1,1.03
PAPA PERRICHOLI,2018,4,3,0.6,0.85,0.74
PAPA YUNGAY,2018,4,3,0.5,0.75,0.63
PAPA UNICA,2018,4,3,0.65,0.8,0.73
PAPA CANCHAN,2018,4,3,0.65,0.85,0.74
CEBOLLA CABEZA BLANCA NACIONAL,2018,4,2,0.5,1.2,0.85
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,4,2,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,4,2,1.0,1.5,1.25
PAPA AMARILLA,2018,4,2,1.0,1.3,1.15
PAPA BLANCA/VALLE/OTROS,2018,4,2,0.5,0.8,0.68
PAPA COLOR/VALLE/OTROS,2018,4,2,0.7,1.0,0.84
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,4,2,1.0,1.3,1.15
PAPA HUAMANTANGA,2018,4,2,0.95,1.05,1.0
PAPA NEGRA ANDINA,2018,4,2,0.7,0.8,0.75
PAPA PERUANITA (INJERTO),2018,4,2,1.0,1.2,1.09
PAPA PERRICHOLI,2018,4,2,0.65,0.8,0.73
PAPA YUNGAY,2018,4,2,0.5,0.75,0.63
PAPA UNICA,2018,4,2,0.7,0.95,0.83
PAPA CANCHAN,2018,4,2,0.7,1.0,0.85
CEBOLLA CABEZA BLANCA NACIONAL,2018,4,1,0.5,1.2,0.85
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,4,1,0.5,1.2,0.85
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,4,1,1.5,2.0,1.75
PAPA AMARILLA,2018,4,1,1.0,1.3,1.15
PAPA BLANCA/VALLE/OTROS,2018,4,1,0.5,0.95,0.74
PAPA COLOR/VALLE/OTROS,2018,4,1,0.65,0.85,0.75
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,4,1,1.1,1.3,1.19
PAPA HUAMANTANGA,2018,4,1,0.95,1.05,1.0
PAPA NEGRA ANDINA,2018,4,1,0.7,0.8,0.74
PAPA PERUANITA (INJERTO),2018,4,1,1.0,1.2,1.09
PAPA PERRICHOLI,2018,4,1,0.75,0.95,0.85
PAPA YUNGAY,2018,4,1,0.5,0.75,0.63
PAPA UNICA,2018,4,1,0.65,0.8,0.73
PAPA CANCHAN,2018,4,1,0.7,0.85,0.78
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,31,0.5,1.2,0.85
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,31,0.5,1.2,0.85
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,31,1.5,2.0,1.75
PAPA AMARILLA,2018,3,31,1.0,1.3,1.15
PAPA BLANCA/VALLE/OTROS,2018,3,31,0.5,0.95,0.74
PAPA COLOR/VALLE/OTROS,2018,3,31,0.65,0.85,0.75
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,31,1.1,1.3,1.19
PAPA HUAMANTANGA,2018,3,31,0.95,1.05,1.0
PAPA NEGRA ANDINA,2018,3,31,0.7,0.8,0.74
PAPA PERUANITA (INJERTO),2018,3,31,1.0,1.2,1.09
PAPA PERRICHOLI,2018,3,31,0.75,0.95,0.85
PAPA YUNGAY,2018,3,31,0.5,0.75,0.63
PAPA UNICA,2018,3,31,0.65,0.8,0.73
PAPA CANCHAN,2018,3,31,0.7,0.85,0.78
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,30,0.5,1.2,0.85
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,30,0.5,1.15,0.83
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,30,1.5,1.75,1.63
PAPA AMARILLA,2018,3,30,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,30,0.5,0.98,0.74
PAPA COLOR/VALLE/OTROS,2018,3,30,0.7,1.05,0.88
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,30,1.05,1.25,1.15
PAPA HUAMANTANGA,2018,3,30,0.98,1.08,1.03
PAPA NEGRA ANDINA,2018,3,30,0.68,0.78,0.73
PAPA PERUANITA (INJERTO),2018,3,30,1.0,1.18,1.09
PAPA PERRICHOLI,2018,3,30,0.73,0.98,0.86
PAPA YUNGAY,2018,3,30,0.5,0.78,0.64
PAPA UNICA,2018,3,30,0.63,1.05,0.84
PAPA CANCHAN,2018,3,30,0.7,0.85,0.78
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,29,0.5,1.2,0.85
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,29,0.5,1.15,0.83
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,29,1.5,1.75,1.63
PAPA AMARILLA,2018,3,29,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,29,0.5,0.98,0.74
PAPA COLOR/VALLE/OTROS,2018,3,29,0.7,1.05,0.88
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,29,1.05,1.25,1.15
PAPA HUAMANTANGA,2018,3,29,0.98,1.08,1.03
PAPA NEGRA ANDINA,2018,3,29,0.68,0.78,0.73
PAPA PERUANITA (INJERTO),2018,3,29,1.0,1.18,1.09
PAPA PERRICHOLI,2018,3,29,0.73,0.98,0.86
PAPA YUNGAY,2018,3,29,0.5,0.78,0.64
PAPA UNICA,2018,3,29,0.63,1.05,0.84
PAPA CANCHAN,2018,3,29,0.7,0.85,0.78
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,28,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,28,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,28,1.5,1.5,1.5
PAPA AMARILLA,2018,3,28,1.2,1.5,1.35
PAPA BLANCA/VALLE/OTROS,2018,3,28,0.5,1.0,0.75
PAPA COLOR/VALLE/OTROS,2018,3,28,0.6,1.3,0.86
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,28,1.0,1.2,1.09
PAPA HUAMANTANGA,2018,3,28,1.0,1.1,1.06
PAPA NEGRA ANDINA,2018,3,28,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2018,3,28,1.0,1.15,1.08
PAPA PERRICHOLI,2018,3,28,0.7,1.0,0.81
PAPA YUNGAY,2018,3,28,0.5,0.8,0.65
PAPA UNICA,2018,3,28,0.6,1.3,1.0
PAPA CANCHAN,2018,3,28,0.7,0.85,0.78
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,27,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,27,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,27,1.0,1.5,1.2
PAPA AMARILLA,2018,3,27,1.3,1.6,1.45
PAPA BLANCA/VALLE/OTROS,2018,3,27,0.55,1.0,0.78
PAPA COLOR/VALLE/OTROS,2018,3,27,0.65,1.35,0.89
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,27,1.0,1.2,1.09
PAPA HUAMANTANGA,2018,3,27,1.0,1.1,1.06
PAPA NEGRA ANDINA,2018,3,27,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2018,3,27,1.05,1.3,1.14
PAPA PERRICHOLI,2018,3,27,0.7,1.0,0.81
PAPA YUNGAY,2018,3,27,0.55,0.85,0.7
PAPA UNICA,2018,3,27,0.65,1.35,1.03
PAPA CANCHAN,2018,3,27,0.65,0.9,0.76
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,26,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,26,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,26,1.0,1.5,1.25
PAPA AMARILLA,2018,3,26,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2018,3,26,0.55,1.0,0.76
PAPA COLOR/VALLE/OTROS,2018,3,26,0.6,1.3,0.85
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,26,1.0,1.2,1.09
PAPA HUAMANTANGA,2018,3,26,0.9,1.1,1.01
PAPA NEGRA ANDINA,2018,3,26,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2018,3,26,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,26,0.7,1.0,0.85
PAPA YUNGAY,2018,3,26,0.55,0.8,0.68
PAPA UNICA,2018,3,26,0.6,1.3,0.98
PAPA CANCHAN,2018,3,26,0.65,0.85,0.74
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,25,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,25,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,25,1.5,2.0,1.83
PAPA AMARILLA,2018,3,25,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2018,3,25,0.65,0.85,0.76
PAPA COLOR/VALLE/OTROS,2018,3,25,0.55,1.35,0.83
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,25,1.0,1.2,1.09
PAPA HUAMANTANGA,2018,3,25,0.9,1.1,1.01
PAPA NEGRA ANDINA,2018,3,25,0.55,0.8,0.7
PAPA PERUANITA (INJERTO),2018,3,25,1.1,1.3,1.18
PAPA PERRICHOLI,2018,3,25,0.7,0.85,0.78
PAPA YUNGAY,2018,3,25,0.65,0.85,0.76
PAPA UNICA,2018,3,25,0.55,1.35,1.0
PAPA CANCHAN,2018,3,25,0.6,0.8,0.71
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,24,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,24,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,24,1.5,2.0,1.88
PAPA AMARILLA,2018,3,24,1.5,1.8,1.65
PAPA BLANCA/VALLE/OTROS,2018,3,24,0.65,0.85,0.76
PAPA COLOR/VALLE/OTROS,2018,3,24,0.55,1.35,0.83
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,24,1.0,1.2,1.09
PAPA HUAMANTANGA,2018,3,24,0.9,1.1,1.01
PAPA NEGRA ANDINA,2018,3,24,0.55,0.8,0.7
PAPA PERUANITA (INJERTO),2018,3,24,1.1,1.3,1.18
PAPA PERRICHOLI,2018,3,24,0.7,0.85,0.78
PAPA YUNGAY,2018,3,24,0.65,0.85,0.76
PAPA UNICA,2018,3,24,0.55,1.35,1.0
PAPA CANCHAN,2018,3,24,0.6,0.8,0.71
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,23,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,23,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,23,1.5,2.0,1.88
PAPA AMARILLA,2018,3,23,1.5,2.0,1.73
PAPA BLANCA/VALLE/OTROS,2018,3,23,0.7,0.85,0.78
PAPA COLOR/VALLE/OTROS,2018,3,23,0.6,1.35,0.85
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,23,1.0,1.2,1.09
PAPA HUAMANTANGA,2018,3,23,0.9,1.1,1.01
PAPA NEGRA ANDINA,2018,3,23,0.6,0.8,0.71
PAPA PERUANITA (INJERTO),2018,3,23,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,23,0.75,0.85,0.8
PAPA YUNGAY,2018,3,23,0.7,0.83,0.77
PAPA UNICA,2018,3,23,0.6,1.35,1.01
PAPA CANCHAN,2018,3,23,0.65,0.8,0.73
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,22,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,22,0.5,1.0,0.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,22,1.5,2.0,1.75
PAPA AMARILLA,2018,3,22,1.5,2.0,1.73
PAPA BLANCA/VALLE/OTROS,2018,3,22,0.65,1.0,0.8
PAPA COLOR/VALLE/OTROS,2018,3,22,0.6,1.35,0.84
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,22,1.0,1.2,1.09
PAPA HUAMANTANGA,2018,3,22,1.0,1.15,1.08
PAPA NEGRA ANDINA,2018,3,22,0.65,0.8,0.73
PAPA PERUANITA (INJERTO),2018,3,22,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,22,0.7,1.0,0.81
PAPA YUNGAY,2018,3,22,0.65,0.85,0.76
PAPA UNICA,2018,3,22,0.6,1.35,1.01
PAPA CANCHAN,2018,3,22,0.6,0.8,0.7
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,21,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,21,0.5,1.0,0.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,21,1.0,1.5,1.25
PAPA AMARILLA,2018,3,21,1.5,2.0,1.73
PAPA BLANCA/VALLE/OTROS,2018,3,21,0.65,0.9,0.79
PAPA COLOR/VALLE/OTROS,2018,3,21,0.6,1.4,0.89
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,21,1.1,1.3,1.18
PAPA HUAMANTANGA,2018,3,21,1.0,1.2,1.1
PAPA NEGRA ANDINA,2018,3,21,0.55,0.85,0.7
PAPA PERUANITA (INJERTO),2018,3,21,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,21,0.75,0.9,0.81
PAPA YUNGAY,2018,3,21,0.65,0.85,0.76
PAPA UNICA,2018,3,21,0.6,1.4,1.01
PAPA CANCHAN,2018,3,21,0.6,0.8,0.7
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,20,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,20,0.5,1.0,0.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,20,1.2,1.5,1.33
PAPA AMARILLA,2018,3,20,1.5,2.0,1.73
PAPA BLANCA/VALLE/OTROS,2018,3,20,0.65,0.9,0.79
PAPA COLOR/VALLE/OTROS,2018,3,20,0.55,1.4,0.84
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,20,1.0,1.3,1.15
PAPA HUAMANTANGA,2018,3,20,0.9,1.2,1.05
PAPA NEGRA ANDINA,2018,3,20,0.65,0.75,0.7
PAPA PERUANITA (INJERTO),2018,3,20,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,20,0.75,0.9,0.81
PAPA YUNGAY,2018,3,20,0.65,0.85,0.75
PAPA UNICA,2018,3,20,0.55,1.4,1.0
PAPA CANCHAN,2018,3,20,0.6,0.8,0.7
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,19,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,19,0.5,1.0,0.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,19,1.0,1.5,1.25
PAPA AMARILLA,2018,3,19,1.4,1.7,1.55
PAPA BLANCA/VALLE/OTROS,2018,3,19,0.65,0.85,0.78
PAPA COLOR/VALLE/OTROS,2018,3,19,0.55,1.4,0.84
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,19,0.9,1.1,1.0
PAPA HUAMANTANGA,2018,3,19,0.9,1.1,1.0
PAPA NEGRA ANDINA,2018,3,19,0.6,0.75,0.68
PAPA PERUANITA (INJERTO),2018,3,19,1.0,1.2,1.09
PAPA PERRICHOLI,2018,3,19,0.75,0.85,0.8
PAPA YUNGAY,2018,3,19,0.65,0.85,0.75
PAPA UNICA,2018,3,19,0.55,1.4,1.01
PAPA CANCHAN,2018,3,19,0.6,0.8,0.7
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,18,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,18,0.5,1.0,0.78
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,18,1.0,1.5,1.25
PAPA AMARILLA,2018,3,18,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,18,0.6,0.9,0.76
PAPA COLOR/VALLE/OTROS,2018,3,18,0.55,1.35,0.83
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,18,0.9,1.2,1.05
PAPA HUAMANTANGA,2018,3,18,0.8,1.0,0.89
PAPA NEGRA ANDINA,2018,3,18,0.6,0.75,0.68
PAPA PERUANITA (INJERTO),2018,3,18,1.0,1.15,1.08
PAPA PERRICHOLI,2018,3,18,0.7,0.9,0.8
PAPA YUNGAY,2018,3,18,0.6,0.85,0.73
PAPA UNICA,2018,3,18,0.55,1.35,1.0
PAPA CANCHAN,2018,3,18,0.6,0.8,0.7
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,17,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,17,0.5,1.0,0.78
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,17,1.0,1.5,1.25
PAPA AMARILLA,2018,3,17,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,17,0.6,0.9,0.76
PAPA COLOR/VALLE/OTROS,2018,3,17,0.55,1.35,0.83
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,17,0.9,1.2,1.05
PAPA HUAMANTANGA,2018,3,17,0.8,1.0,0.89
PAPA NEGRA ANDINA,2018,3,17,0.6,0.75,0.68
PAPA PERUANITA (INJERTO),2018,3,17,1.0,1.15,1.08
PAPA PERRICHOLI,2018,3,17,0.7,0.9,0.8
PAPA YUNGAY,2018,3,17,0.6,0.85,0.73
PAPA UNICA,2018,3,17,0.55,1.35,1.0
PAPA CANCHAN,2018,3,17,0.6,0.8,0.7
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,16,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,16,0.5,1.0,0.78
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,16,1.0,1.3,1.13
PAPA AMARILLA,2018,3,16,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,16,0.6,1.0,0.78
PAPA COLOR/VALLE/OTROS,2018,3,16,0.55,1.3,0.8
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,16,0.9,1.2,1.05
PAPA HUAMANTANGA,2018,3,16,0.85,0.95,0.9
PAPA NEGRA ANDINA,2018,3,16,0.65,0.75,0.71
PAPA PERUANITA (INJERTO),2018,3,16,1.0,1.2,1.09
PAPA PERRICHOLI,2018,3,16,0.75,1.0,0.88
PAPA YUNGAY,2018,3,16,0.6,0.75,0.68
PAPA UNICA,2018,3,16,0.6,1.3,0.99
PAPA CANCHAN,2018,3,16,0.55,0.75,0.65
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,15,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,15,0.5,1.1,0.8
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,15,1.0,1.5,1.33
PAPA AMARILLA,2018,3,15,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,15,0.6,1.0,0.76
PAPA COLOR/VALLE/OTROS,2018,3,15,0.55,1.4,0.83
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,15,0.9,1.1,1.0
PAPA HUAMANTANGA,2018,3,15,0.8,1.0,0.88
PAPA NEGRA ANDINA,2018,3,15,0.6,0.7,0.65
PAPA PERUANITA (INJERTO),2018,3,15,1.0,1.2,1.09
PAPA PERRICHOLI,2018,3,15,0.65,1.0,0.87
PAPA YUNGAY,2018,3,15,0.6,0.8,0.69
PAPA UNICA,2018,3,15,0.55,1.4,0.99
PAPA CANCHAN,2018,3,15,0.6,0.75,0.68
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,14,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,14,0.5,1.2,0.83
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,14,1.3,2.0,1.58
PAPA AMARILLA,2018,3,14,1.0,1.3,1.15
PAPA BLANCA/VALLE/OTROS,2018,3,14,0.6,0.8,0.7
PAPA COLOR/VALLE/OTROS,2018,3,14,0.6,1.3,0.83
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,14,0.9,1.2,1.05
PAPA HUAMANTANGA,2018,3,14,0.8,1.0,0.88
PAPA NEGRA ANDINA,2018,3,14,0.5,0.75,0.63
PAPA PERUANITA (INJERTO),2018,3,14,1.0,1.2,1.09
PAPA PERRICHOLI,2018,3,14,0.6,0.8,0.7
PAPA YUNGAY,2018,3,14,0.6,0.8,0.71
PAPA UNICA,2018,3,14,0.6,1.3,0.98
PAPA CANCHAN,2018,3,14,0.6,0.8,0.69
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,13,0.5,1.2,0.88
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,13,0.5,1.2,0.83
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,13,1.0,1.5,1.38
PAPA AMARILLA,2018,3,13,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,13,0.5,0.78,0.65
PAPA COLOR/VALLE/OTROS,2018,3,13,0.5,1.3,0.76
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,13,1.0,1.2,1.1
PAPA HUAMANTANGA,2018,3,13,0.7,0.95,0.84
PAPA NEGRA ANDINA,2018,3,13,0.6,0.8,0.71
PAPA PERUANITA (INJERTO),2018,3,13,1.0,1.2,1.09
PAPA PERRICHOLI,2018,3,13,0.5,0.7,0.59
PAPA YUNGAY,2018,3,13,0.6,0.78,0.71
PAPA UNICA,2018,3,13,0.5,1.3,0.95
PAPA CANCHAN,2018,3,13,0.5,0.75,0.65
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,12,0.5,1.0,0.78
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,12,0.5,1.0,0.78
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,12,2.0,2.5,2.25
PAPA AMARILLA,2018,3,12,1.1,1.4,1.25
PAPA BLANCA/VALLE/OTROS,2018,3,12,0.65,0.85,0.75
PAPA COLOR/VALLE/OTROS,2018,3,12,0.55,1.25,0.8
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,12,1.1,1.3,1.2
PAPA HUAMANTANGA,2018,3,12,0.75,1.0,0.86
PAPA NEGRA ANDINA,2018,3,12,0.55,0.75,0.66
PAPA PERUANITA (INJERTO),2018,3,12,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,12,0.7,0.8,0.75
PAPA YUNGAY,2018,3,12,0.65,0.85,0.76
PAPA UNICA,2018,3,12,0.55,1.25,0.95
PAPA CANCHAN,2018,3,12,0.6,0.8,0.69
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,11,0.5,1.0,0.78
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,11,0.7,1.0,0.87
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,11,1.5,2.0,1.75
PAPA AMARILLA,2018,3,11,1.1,1.5,1.33
PAPA BLANCA/VALLE/OTROS,2018,3,11,0.6,0.85,0.75
PAPA COLOR/VALLE/OTROS,2018,3,11,0.55,1.2,0.78
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,11,1.0,1.3,1.15
PAPA HUAMANTANGA,2018,3,11,0.8,0.95,0.88
PAPA NEGRA ANDINA,2018,3,11,0.6,0.8,0.71
PAPA PERUANITA (INJERTO),2018,3,11,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,11,0.6,0.85,0.73
PAPA YUNGAY,2018,3,11,0.7,0.85,0.78
PAPA UNICA,2018,3,11,0.55,1.2,0.88
PAPA CANCHAN,2018,3,11,0.55,0.8,0.66
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,10,0.5,1.0,0.78
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,10,0.5,1.0,0.78
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,10,1.5,2.0,1.75
PAPA AMARILLA,2018,3,10,1.2,1.5,1.35
PAPA BLANCA/VALLE/OTROS,2018,3,10,0.6,0.85,0.75
PAPA COLOR/VALLE/OTROS,2018,3,10,0.55,1.2,0.78
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,10,1.0,1.3,1.15
PAPA HUAMANTANGA,2018,3,10,0.8,0.95,0.88
PAPA NEGRA ANDINA,2018,3,10,0.6,0.8,0.71
PAPA PERUANITA (INJERTO),2018,3,10,1.0,1.3,1.15
PAPA PERRICHOLI,2018,3,10,0.6,0.85,0.73
PAPA YUNGAY,2018,3,10,0.7,0.85,0.78
PAPA UNICA,2018,3,10,0.55,1.2,0.9
PAPA CANCHAN,2018,3,10,0.55,0.8,0.66
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,9,0.5,1.0,0.78
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,9,0.5,1.0,0.78
CEBOLLA CHINA (CRIOLLA/SERRANA),2018,3,9,1.0,1.5,1.2
PAPA AMARILLA,2018,3,9,1.2,1.5,1.35
PAPA BLANCA/VALLE/OTROS,2018,3,9,0.6,0.85,0.75
PAPA COLOR/VALLE/OTROS,2018,3,9,0.55,1.25,0.81
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018,3,9,1.0,1.3,1.15
PAPA HUAMANTANGA,2018,3,9,0.8,0.9,0.85
PAPA NEGRA ANDINA,2018,3,9,0.6,0.8,0.71
PAPA PERUANITA (INJERTO),2018,3,9,1.0,1.4,1.2
PAPA PERRICHOLI,2018,3,9,0.6,0.85,0.73
PAPA YUNGAY,2018,3,9,0.7,0.85,0.78
PAPA UNICA,2018,3,9,0.6,1.25,0.98
PAPA CANCHAN,2018,3,9,0.55,0.85,0.71
CEBOLLA CABEZA BLANCA NACIONAL,2018,3,8,0.5,1.0,0.78
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2018,3,8,0.5,1.0,0.78
