producto,year,month,day,precio_min,precio_max,precio_mean,date
PAPA NEGRA ANDINA,2018,9,2,0.9,1.4,1.2,2018-09-02
PAPA YUNGAY,2018,9,2,1.0,1.2,1.11,2018-09-02
PAPA UNICA,2018,9,2,0.75,0.85,0.8,2018-09-02
PAPA CANCHAN,2018,9,2,0.75,0.9,0.81,2018-09-02
PAPA BLANCA/VALLE/OTROS,2018,9,1,0.7,1.1,0.88,2018-09-01
PAPA COLOR/VALLE/OTROS,2018,9,1,0.7,0.9,0.81,2018-09-01
PAPA NEGRA ANDINA,2018,9,1,0.9,1.4,1.2,2018-09-01
PAPA YUNGAY,2018,9,1,1.0,1.25,1.13,2018-09-01
PAPA UNICA,2018,9,1,0.75,0.85,0.8,2018-09-01
PAPA CANCHAN,2018,9,1,0.75,0.9,0.81,2018-09-01
PAPA BLANCA/VALLE/OTROS,2018,8,31,0.7,1.25,0.92,2018-08-31
PAPA COLOR/VALLE/OTROS,2018,8,31,0.75,0.9,0.81,2018-08-31
PAPA NEGRA ANDINA,2018,8,31,0.9,1.4,1.2,2018-08-31
PAPA YUNGAY,2018,8,31,1.0,1.25,1.13,2018-08-31
PAPA UNICA,2018,8,31,0.75,0.85,0.8,2018-08-31
PAPA CANCHAN,2018,8,31,0.75,0.9,0.83,2018-08-31
PAPA BLANCA/VALLE/OTROS,2018,8,30,0.73,1.25,0.99,2018-08-30
PAPA COLOR/VALLE/OTROS,2018,8,30,0.7,0.95,0.83,2018-08-30
PAPA NEGRA ANDINA,2018,8,30,0.85,1.4,1.13,2018-08-30
PAPA YUNGAY,2018,8,30,1.0,1.25,1.13,2018-08-30
PAPA UNICA,2018,8,30,0.7,0.83,0.77,2018-08-30
PAPA CANCHAN,2018,8,30,0.73,0.95,0.84,2018-08-30
PAPA BLANCA/VALLE/OTROS,2018,8,29,0.75,1.25,0.96,2018-08-29
PAPA COLOR/VALLE/OTROS,2018,8,29,0.65,1.0,0.79,2018-08-29
PAPA NEGRA ANDINA,2018,8,29,0.8,1.4,1.18,2018-08-29
PAPA YUNGAY,2018,8,29,1.0,1.25,1.13,2018-08-29
PAPA UNICA,2018,8,29,0.65,0.8,0.73,2018-08-29
PAPA CANCHAN,2018,8,29,0.7,1.0,0.85,2018-08-29
PAPA BLANCA/VALLE/OTROS,2018,8,28,0.75,1.2,0.94,2018-08-28
PAPA COLOR/VALLE/OTROS,2018,8,28,0.65,1.0,0.81,2018-08-28
PAPA NEGRA ANDINA,2018,8,28,1.0,1.3,1.19,2018-08-28
PAPA YUNGAY,2018,8,28,0.95,1.2,1.06,2018-08-28
PAPA UNICA,2018,8,28,0.65,0.8,0.73,2018-08-28
PAPA CANCHAN,2018,8,28,0.8,1.0,0.91,2018-08-28
PAPA BLANCA/VALLE/OTROS,2018,8,27,0.9,1.1,1.01,2018-08-27
PAPA COLOR/VALLE/OTROS,2018,8,27,0.7,1.1,0.88,2018-08-27
PAPA NEGRA ANDINA,2018,8,27,1.0,1.4,1.23,2018-08-27
PAPA YUNGAY,2018,8,27,0.9,1.1,1.01,2018-08-27
PAPA UNICA,2018,8,27,0.7,0.8,0.75,2018-08-27
PAPA CANCHAN,2018,8,27,0.9,1.1,1.01,2018-08-27
PAPA BLANCA/VALLE/OTROS,2018,8,26,0.73,1.15,0.91,2018-08-26
PAPA COLOR/VALLE/OTROS,2018,8,26,0.75,1.2,0.94,2018-08-26
PAPA NEGRA ANDINA,2018,8,26,0.95,1.4,1.21,2018-08-26
PAPA YUNGAY,2018,8,26,1.0,1.15,1.08,2018-08-26
PAPA UNICA,2018,8,26,0.75,0.85,0.8,2018-08-26
PAPA CANCHAN,2018,8,26,0.95,1.2,1.06,2018-08-26
PAPA BLANCA/VALLE/OTROS,2018,8,25,0.73,1.15,0.91,2018-08-25
PAPA COLOR/VALLE/OTROS,2018,8,25,0.75,1.2,0.94,2018-08-25
PAPA NEGRA ANDINA,2018,8,25,0.95,1.4,1.21,2018-08-25
PAPA YUNGAY,2018,8,25,1.0,1.15,1.08,2018-08-25
PAPA UNICA,2018,8,25,0.75,0.85,0.8,2018-08-25
PAPA CANCHAN,2018,8,25,0.95,1.2,1.06,2018-08-25
PAPA BLANCA/VALLE/OTROS,2018,8,24,1.0,1.15,1.08,2018-08-24
PAPA COLOR/VALLE/OTROS,2018,8,24,0.75,1.2,0.93,2018-08-24
PAPA NEGRA ANDINA,2018,8,24,0.9,1.4,1.2,2018-08-24
PAPA YUNGAY,2018,8,24,1.0,1.15,1.08,2018-08-24
PAPA UNICA,2018,8,24,0.75,0.85,0.8,2018-08-24
PAPA CANCHAN,2018,8,24,0.9,1.2,1.05,2018-08-24
PAPA BLANCA/VALLE/OTROS,2018,8,23,0.7,1.2,0.9,2018-08-23
PAPA COLOR/VALLE/OTROS,2018,8,23,0.75,1.2,0.95,2018-08-23
PAPA NEGRA ANDINA,2018,8,23,1.05,1.4,1.28,2018-08-23
PAPA YUNGAY,2018,8,23,0.95,1.2,1.1,2018-08-23
PAPA UNICA,2018,8,23,0.75,0.9,0.83,2018-08-23
PAPA CANCHAN,2018,8,23,0.95,1.2,1.1,2018-08-23
PAPA BLANCA/VALLE/OTROS,2018,8,22,0.68,1.15,0.88,2018-08-22
PAPA COLOR/VALLE/OTROS,2018,8,22,0.75,1.2,0.96,2018-08-22
PAPA NEGRA ANDINA,2018,8,22,0.95,1.25,1.13,2018-08-22
PAPA YUNGAY,2018,8,22,0.95,1.15,1.05,2018-08-22
PAPA UNICA,2018,8,22,0.75,0.9,0.83,2018-08-22
PAPA CANCHAN,2018,8,22,1.0,1.2,1.09,2018-08-22
PAPA BLANCA/VALLE/OTROS,2018,8,21,0.7,1.1,0.89,2018-08-21
PAPA COLOR/VALLE/OTROS,2018,8,21,0.75,1.15,0.95,2018-08-21
PAPA NEGRA ANDINA,2018,8,21,1.0,1.25,1.14,2018-08-21
PAPA YUNGAY,2018,8,21,0.95,1.1,1.03,2018-08-21
PAPA UNICA,2018,8,21,0.75,0.9,0.83,2018-08-21
PAPA CANCHAN,2018,8,21,1.0,1.15,1.08,2018-08-21
PAPA BLANCA/VALLE/OTROS,2018,8,20,0.7,1.05,0.86,2018-08-20
PAPA COLOR/VALLE/OTROS,2018,8,20,0.75,1.2,0.93,2018-08-20
PAPA NEGRA ANDINA,2018,8,20,1.0,1.3,1.15,2018-08-20
PAPA YUNGAY,2018,8,20,0.9,1.05,0.98,2018-08-20
PAPA UNICA,2018,8,20,0.75,0.88,0.82,2018-08-20
PAPA CANCHAN,2018,8,20,0.9,1.2,1.05,2018-08-20
PAPA BLANCA/VALLE/OTROS,2018,8,19,0.8,1.05,0.89,2018-08-19
PAPA COLOR/VALLE/OTROS,2018,8,19,0.8,1.25,0.98,2018-08-19
PAPA NEGRA ANDINA,2018,8,19,0.8,1.2,1.03,2018-08-19
PAPA YUNGAY,2018,8,19,0.85,1.05,0.94,2018-08-19
PAPA UNICA,2018,8,19,0.8,0.9,0.85,2018-08-19
PAPA CANCHAN,2018,8,19,0.95,1.25,1.13,2018-08-19
PAPA BLANCA/VALLE/OTROS,2018,8,18,0.8,1.05,0.89,2018-08-18
PAPA COLOR/VALLE/OTROS,2018,8,18,0.8,1.25,0.98,2018-08-18
PAPA NEGRA ANDINA,2018,8,18,0.8,1.2,1.03,2018-08-18
PAPA YUNGAY,2018,8,18,0.85,1.05,0.94,2018-08-18
PAPA UNICA,2018,8,18,0.8,0.9,0.85,2018-08-18
PAPA CANCHAN,2018,8,18,0.95,1.25,1.13,2018-08-18
PAPA BLANCA/VALLE/OTROS,2018,8,17,0.75,1.05,0.88,2018-08-17
PAPA COLOR/VALLE/OTROS,2018,8,17,0.8,1.25,0.96,2018-08-17
PAPA NEGRA ANDINA,2018,8,17,0.8,1.2,1.03,2018-08-17
PAPA YUNGAY,2018,8,17,0.85,1.05,0.94,2018-08-17
PAPA UNICA,2018,8,17,0.8,0.9,0.85,2018-08-17
PAPA CANCHAN,2018,8,17,0.9,1.25,1.11,2018-08-17
PAPA BLANCA/VALLE/OTROS,2018,8,16,0.8,1.05,0.9,2018-08-16
PAPA COLOR/VALLE/OTROS,2018,8,16,0.85,1.25,1.0,2018-08-16
PAPA NEGRA ANDINA,2018,8,16,0.8,1.2,1.03,2018-08-16
PAPA YUNGAY,2018,8,16,0.85,1.05,0.94,2018-08-16
PAPA UNICA,2018,8,16,0.8,0.95,0.88,2018-08-16
PAPA CANCHAN,2018,8,16,0.95,1.25,1.13,2018-08-16
PAPA BLANCA/VALLE/OTROS,2018,8,15,0.8,1.05,0.89,2018-08-15
PAPA COLOR/VALLE/OTROS,2018,8,15,0.9,1.25,1.01,2018-08-15
PAPA NEGRA ANDINA,2018,8,15,1.0,1.2,1.11,2018-08-15
PAPA YUNGAY,2018,8,15,0.85,1.05,0.94,2018-08-15
PAPA UNICA,2018,8,15,0.9,0.95,0.93,2018-08-15
PAPA CANCHAN,2018,8,15,0.95,1.25,1.13,2018-08-15
PAPA BLANCA/VALLE/OTROS,2018,8,14,0.8,1.0,0.88,2018-08-14
PAPA COLOR/VALLE/OTROS,2018,8,14,0.85,1.25,0.98,2018-08-14
PAPA NEGRA ANDINA,2018,8,14,0.8,1.25,1.06,2018-08-14
PAPA YUNGAY,2018,8,14,0.85,1.0,0.93,2018-08-14
PAPA UNICA,2018,8,14,0.85,0.95,0.89,2018-08-14
PAPA CANCHAN,2018,8,14,0.85,1.25,1.1,2018-08-14
PAPA BLANCA/VALLE/OTROS,2018,8,13,0.8,1.0,0.86,2018-08-13
PAPA COLOR/VALLE/OTROS,2018,8,13,0.7,1.25,0.95,2018-08-13
PAPA NEGRA ANDINA,2018,8,13,1.0,1.25,1.14,2018-08-13
PAPA YUNGAY,2018,8,13,0.8,1.0,0.9,2018-08-13
PAPA UNICA,2018,8,13,0.7,0.95,0.85,2018-08-13
PAPA CANCHAN,2018,8,13,0.9,1.25,1.11,2018-08-13
PAPA BLANCA/VALLE/OTROS,2018,8,12,0.8,1.0,0.87,2018-08-12
PAPA COLOR/VALLE/OTROS,2018,8,12,0.85,1.25,0.99,2018-08-12
PAPA NEGRA ANDINA,2018,8,12,1.0,1.25,1.14,2018-08-12
PAPA YUNGAY,2018,8,12,0.8,1.0,0.9,2018-08-12
PAPA UNICA,2018,8,12,0.85,0.95,0.89,2018-08-12
PAPA CANCHAN,2018,8,12,0.9,1.25,1.11,2018-08-12
PAPA BLANCA/VALLE/OTROS,2018,8,11,0.8,1.0,0.87,2018-08-11
PAPA COLOR/VALLE/OTROS,2018,8,11,0.85,1.25,0.99,2018-08-11
PAPA NEGRA ANDINA,2018,8,11,1.0,1.25,1.14,2018-08-11
PAPA YUNGAY,2018,8,11,0.8,1.0,0.9,2018-08-11
PAPA UNICA,2018,8,11,0.85,0.95,0.89,2018-08-11
PAPA CANCHAN,2018,8,11,0.9,1.25,1.11,2018-08-11
PAPA BLANCA/VALLE/OTROS,2018,8,10,0.8,1.05,0.89,2018-08-10
PAPA COLOR/VALLE/OTROS,2018,8,10,0.85,1.3,1.03,2018-08-10
PAPA NEGRA ANDINA,2018,8,10,1.0,1.3,1.16,2018-08-10
PAPA YUNGAY,2018,8,10,0.8,1.05,0.93,2018-08-10
PAPA UNICA,2018,8,10,0.85,0.95,0.9,2018-08-10
PAPA CANCHAN,2018,8,10,1.0,1.3,1.15,2018-08-10
PAPA BLANCA/VALLE/OTROS,2018,8,9,0.8,1.05,0.88,2018-08-09
PAPA COLOR/VALLE/OTROS,2018,8,9,0.85,1.3,0.99,2018-08-09
PAPA NEGRA ANDINA,2018,8,9,1.1,1.3,1.19,2018-08-09
PAPA YUNGAY,2018,8,9,0.8,1.05,0.93,2018-08-09
PAPA UNICA,2018,8,9,0.85,0.9,0.88,2018-08-09
PAPA CANCHAN,2018,8,9,0.9,1.3,1.13,2018-08-09
PAPA BLANCA/VALLE/OTROS,2018,8,8,0.85,1.0,0.9,2018-08-08
PAPA COLOR/VALLE/OTROS,2018,8,8,0.85,1.3,1.0,2018-08-08
PAPA NEGRA ANDINA,2018,8,8,1.0,1.2,1.1,2018-08-08
PAPA YUNGAY,2018,8,8,0.85,1.0,0.93,2018-08-08
PAPA UNICA,2018,8,8,0.85,0.9,0.88,2018-08-08
PAPA CANCHAN,2018,8,8,0.95,1.3,1.14,2018-08-08
PAPA BLANCA/VALLE/OTROS,2018,8,7,0.8,1.0,0.91,2018-08-07
PAPA COLOR/VALLE/OTROS,2018,8,7,0.85,1.3,1.01,2018-08-07
PAPA NEGRA ANDINA,2018,8,7,0.9,1.2,1.05,2018-08-07
PAPA YUNGAY,2018,8,7,0.8,1.0,0.89,2018-08-07
PAPA UNICA,2018,8,7,0.85,0.9,0.89,2018-08-07
PAPA CANCHAN,2018,8,7,1.0,1.3,1.15,2018-08-07
PAPA BLANCA/VALLE/OTROS,2018,8,6,0.8,1.0,0.93,2018-08-06
PAPA COLOR/VALLE/OTROS,2018,8,6,0.85,1.2,0.96,2018-08-06
PAPA NEGRA ANDINA,2018,8,6,0.8,1.0,0.88,2018-08-06
PAPA YUNGAY,2018,8,6,0.8,0.95,0.88,2018-08-06
PAPA UNICA,2018,8,6,0.85,0.9,0.87,2018-08-06
PAPA CANCHAN,2018,8,6,0.9,1.2,1.05,2018-08-06
PAPA BLANCA/VALLE/OTROS,2018,8,5,0.75,0.9,0.85,2018-08-05
PAPA COLOR/VALLE/OTROS,2018,8,5,0.8,1.3,0.95,2018-08-05
PAPA NEGRA ANDINA,2018,8,5,0.8,1.05,0.94,2018-08-05
PAPA YUNGAY,2018,8,5,0.75,0.9,0.83,2018-08-05
PAPA UNICA,2018,8,5,0.8,0.9,0.86,2018-08-05
PAPA CANCHAN,2018,8,5,0.8,1.3,1.1,2018-08-05
PAPA BLANCA/VALLE/OTROS,2018,8,4,0.75,0.9,0.85,2018-08-04
PAPA COLOR/VALLE/OTROS,2018,8,4,0.8,1.3,0.95,2018-08-04
PAPA NEGRA ANDINA,2018,8,4,0.8,1.05,0.94,2018-08-04
PAPA YUNGAY,2018,8,4,0.75,0.9,0.83,2018-08-04
PAPA UNICA,2018,8,4,0.8,0.9,0.86,2018-08-04
PAPA CANCHAN,2018,8,4,0.8,1.3,1.05,2018-08-04
PAPA BLANCA/VALLE/OTROS,2018,8,3,0.75,0.9,0.85,2018-08-03
PAPA COLOR/VALLE/OTROS,2018,8,3,0.8,1.25,0.94,2018-08-03
PAPA NEGRA ANDINA,2018,8,3,0.7,1.1,0.93,2018-08-03
PAPA YUNGAY,2018,8,3,0.75,0.9,0.83,2018-08-03
PAPA UNICA,2018,8,3,0.8,0.9,0.86,2018-08-03
PAPA CANCHAN,2018,8,3,0.8,1.25,1.03,2018-08-03
PAPA BLANCA/VALLE/OTROS,2018,8,2,0.75,0.9,0.83,2018-08-02
PAPA COLOR/VALLE/OTROS,2018,8,2,0.75,1.25,0.93,2018-08-02
PAPA NEGRA ANDINA,2018,8,2,0.75,1.0,0.86,2018-08-02
PAPA YUNGAY,2018,8,2,0.75,0.9,0.83,2018-08-02
PAPA UNICA,2018,8,2,0.75,0.88,0.82,2018-08-02
PAPA CANCHAN,2018,8,2,0.85,1.25,1.05,2018-08-02
PAPA BLANCA/VALLE/OTROS,2018,8,1,0.7,0.9,0.81,2018-08-01
PAPA COLOR/VALLE/OTROS,2018,8,1,0.65,1.1,0.88,2018-08-01
PAPA NEGRA ANDINA,2018,8,1,0.65,0.95,0.8,2018-08-01
PAPA YUNGAY,2018,8,1,0.7,0.9,0.81,2018-08-01
PAPA UNICA,2018,8,1,0.65,0.9,0.78,2018-08-01
PAPA CANCHAN,2018,8,1,0.85,1.1,0.96,2018-08-01
PAPA BLANCA/VALLE/OTROS,2018,7,31,0.75,0.95,0.85,2018-07-31
PAPA COLOR/VALLE/OTROS,2018,7,31,0.85,1.3,1.01,2018-07-31
PAPA NEGRA ANDINA,2018,7,31,0.85,1.0,0.93,2018-07-31
PAPA YUNGAY,2018,7,31,0.75,0.95,0.84,2018-07-31
PAPA UNICA,2018,7,31,0.9,1.0,0.95,2018-07-31
PAPA CANCHAN,2018,7,31,0.85,1.3,1.09,2018-07-31
PAPA BLANCA/VALLE/OTROS,2018,7,30,0.65,0.95,0.81,2018-07-30
PAPA COLOR/VALLE/OTROS,2018,7,30,0.9,1.15,1.0,2018-07-30
PAPA NEGRA ANDINA,2018,7,30,0.8,0.95,0.88,2018-07-30
PAPA YUNGAY,2018,7,30,0.75,0.95,0.84,2018-07-30
PAPA UNICA,2018,7,30,0.95,1.0,0.99,2018-07-30
PAPA CANCHAN,2018,7,30,0.9,1.15,1.04,2018-07-30
PAPA BLANCA/VALLE/OTROS,2018,7,29,0.7,0.9,0.81,2018-07-29
PAPA COLOR/VALLE/OTROS,2018,7,29,0.8,1.1,0.93,2018-07-29
PAPA NEGRA ANDINA,2018,7,29,0.75,1.05,0.9,2018-07-29
PAPA YUNGAY,2018,7,29,0.7,0.85,0.78,2018-07-29
PAPA UNICA,2018,7,29,0.8,0.9,0.86,2018-07-29
PAPA CANCHAN,2018,7,29,0.9,1.1,1.0,2018-07-29
PAPA BLANCA/VALLE/OTROS,2018,7,28,0.68,0.9,0.79,2018-07-28
PAPA COLOR/VALLE/OTROS,2018,7,28,0.85,1.13,0.99,2018-07-28
PAPA NEGRA ANDINA,2018,7,28,0.78,1.0,0.89,2018-07-28
PAPA YUNGAY,2018,7,28,0.73,0.9,0.82,2018-07-28
PAPA UNICA,2018,7,28,0.87,0.95,0.91,2018-07-28
PAPA CANCHAN,2018,7,28,0.9,1.13,1.02,2018-07-28
PAPA BLANCA/VALLE/OTROS,2018,7,27,0.7,0.9,0.81,2018-07-27
PAPA COLOR/VALLE/OTROS,2018,7,27,0.8,1.1,0.93,2018-07-27
PAPA NEGRA ANDINA,2018,7,27,0.75,1.05,0.9,2018-07-27
PAPA YUNGAY,2018,7,27,0.7,0.85,0.78,2018-07-27
PAPA UNICA,2018,7,27,0.8,0.9,0.86,2018-07-27
PAPA CANCHAN,2018,7,27,0.9,1.1,1.0,2018-07-27
PAPA BLANCA/VALLE/OTROS,2018,7,26,0.7,0.95,0.84,2018-07-26
PAPA COLOR/VALLE/OTROS,2018,7,26,0.8,1.1,0.93,2018-07-26
PAPA NEGRA ANDINA,2018,7,26,0.75,1.0,0.88,2018-07-26
PAPA YUNGAY,2018,7,26,0.7,0.85,0.78,2018-07-26
PAPA UNICA,2018,7,26,0.8,0.95,0.88,2018-07-26
PAPA CANCHAN,2018,7,26,0.85,1.1,0.96,2018-07-26
PAPA BLANCA/VALLE/OTROS,2018,7,25,0.6,0.95,0.83,2018-07-25
PAPA COLOR/VALLE/OTROS,2018,7,25,0.7,1.0,0.81,2018-07-25
PAPA NEGRA ANDINA,2018,7,25,0.75,1.0,0.88,2018-07-25
PAPA YUNGAY,2018,7,25,0.6,0.85,0.7,2018-07-25
PAPA UNICA,2018,7,25,0.7,0.85,0.78,2018-07-25
PAPA CANCHAN,2018,7,25,0.7,1.0,0.85,2018-07-25
PAPA BLANCA/VALLE/OTROS,2018,7,24,0.6,0.85,0.7,2018-07-24
PAPA COLOR/VALLE/OTROS,2018,7,24,0.7,1.0,0.8,2018-07-24
PAPA NEGRA ANDINA,2018,7,24,0.8,1.0,0.89,2018-07-24
PAPA YUNGAY,2018,7,24,0.6,0.85,0.7,2018-07-24
PAPA UNICA,2018,7,24,0.7,0.8,0.74,2018-07-24
PAPA CANCHAN,2018,7,24,0.7,1.0,0.85,2018-07-24
PAPA BLANCA/VALLE/OTROS,2018,7,23,0.6,0.8,0.69,2018-07-23
PAPA COLOR/VALLE/OTROS,2018,7,23,0.6,0.9,0.74,2018-07-23
PAPA NEGRA ANDINA,2018,7,23,0.8,1.0,0.89,2018-07-23
PAPA YUNGAY,2018,7,23,0.6,0.8,0.69,2018-07-23
PAPA UNICA,2018,7,23,0.65,0.8,0.73,2018-07-23
PAPA CANCHAN,2018,7,23,0.6,0.9,0.75,2018-07-23
PAPA BLANCA/VALLE/OTROS,2018,7,22,0.6,0.8,0.69,2018-07-22
PAPA COLOR/VALLE/OTROS,2018,7,22,0.6,0.85,0.73,2018-07-22
PAPA NEGRA ANDINA,2018,7,22,0.75,0.95,0.86,2018-07-22
PAPA YUNGAY,2018,7,22,0.6,0.8,0.69,2018-07-22
PAPA UNICA,2018,7,22,0.65,0.8,0.73,2018-07-22
PAPA CANCHAN,2018,7,22,0.6,0.85,0.74,2018-07-22
PAPA BLANCA/VALLE/OTROS,2018,7,21,0.6,0.8,0.69,2018-07-21
PAPA COLOR/VALLE/OTROS,2018,7,21,0.6,0.85,0.73,2018-07-21
PAPA NEGRA ANDINA,2018,7,21,0.75,0.95,0.86,2018-07-21
PAPA YUNGAY,2018,7,21,0.6,0.8,0.69,2018-07-21
PAPA UNICA,2018,7,21,0.65,0.8,0.73,2018-07-21
PAPA CANCHAN,2018,7,21,0.6,0.85,0.74,2018-07-21
PAPA BLANCA/VALLE/OTROS,2018,7,20,0.6,0.85,0.7,2018-07-20
PAPA COLOR/VALLE/OTROS,2018,7,20,0.6,0.9,0.73,2018-07-20
PAPA NEGRA ANDINA,2018,7,20,0.75,0.95,0.86,2018-07-20
PAPA YUNGAY,2018,7,20,0.6,0.85,0.7,2018-07-20
PAPA UNICA,2018,7,20,0.65,0.75,0.7,2018-07-20
PAPA CANCHAN,2018,7,20,0.6,0.9,0.75,2018-07-20
PAPA BLANCA/VALLE/OTROS,2018,7,19,0.6,0.8,0.69,2018-07-19
PAPA COLOR/VALLE/OTROS,2018,7,19,0.6,0.85,0.73,2018-07-19
PAPA NEGRA ANDINA,2018,7,19,0.75,1.0,0.88,2018-07-19
PAPA YUNGAY,2018,7,19,0.6,0.8,0.69,2018-07-19
PAPA UNICA,2018,7,19,0.65,0.8,0.75,2018-07-19
PAPA CANCHAN,2018,7,19,0.6,0.85,0.74,2018-07-19
PAPA BLANCA/VALLE/OTROS,2018,7,18,0.6,0.8,0.69,2018-07-18
PAPA COLOR/VALLE/OTROS,2018,7,18,0.6,0.9,0.78,2018-07-18
PAPA NEGRA ANDINA,2018,7,18,0.7,0.9,0.8,2018-07-18
PAPA YUNGAY,2018,7,18,0.6,0.8,0.69,2018-07-18
PAPA UNICA,2018,7,18,0.7,0.9,0.81,2018-07-18
PAPA CANCHAN,2018,7,18,0.6,0.9,0.75,2018-07-18
PAPA BLANCA/VALLE/OTROS,2018,7,17,0.6,0.8,0.69,2018-07-17
PAPA COLOR/VALLE/OTROS,2018,7,17,0.6,0.95,0.76,2018-07-17
PAPA NEGRA ANDINA,2018,7,17,0.7,0.95,0.83,2018-07-17
PAPA YUNGAY,2018,7,17,0.6,0.8,0.69,2018-07-17
PAPA UNICA,2018,7,17,0.65,0.95,0.83,2018-07-17
PAPA CANCHAN,2018,7,17,0.6,0.85,0.74,2018-07-17
PAPA BLANCA/VALLE/OTROS,2018,7,16,0.6,0.75,0.68,2018-07-16
PAPA COLOR/VALLE/OTROS,2018,7,16,0.6,0.9,0.76,2018-07-16
PAPA NEGRA ANDINA,2018,7,16,0.75,1.0,0.88,2018-07-16
PAPA YUNGAY,2018,7,16,0.6,0.75,0.68,2018-07-16
PAPA UNICA,2018,7,16,0.7,0.9,0.8,2018-07-16
PAPA CANCHAN,2018,7,16,0.6,0.85,0.74,2018-07-16
PAPA BLANCA/VALLE/OTROS,2018,7,15,0.65,0.8,0.73,2018-07-15
PAPA COLOR/VALLE/OTROS,2018,7,15,0.65,0.9,0.79,2018-07-15
PAPA NEGRA ANDINA,2018,7,15,0.65,0.9,0.78,2018-07-15
PAPA YUNGAY,2018,7,15,0.65,0.8,0.73,2018-07-15
PAPA UNICA,2018,7,15,0.65,0.9,0.79,2018-07-15
PAPA CANCHAN,2018,7,15,0.65,0.85,0.75,2018-07-15
PAPA BLANCA/VALLE/OTROS,2018,7,14,0.65,0.8,0.73,2018-07-14
PAPA COLOR/VALLE/OTROS,2018,7,14,0.65,0.9,0.79,2018-07-14
PAPA NEGRA ANDINA,2018,7,14,0.65,0.9,0.78,2018-07-14
PAPA YUNGAY,2018,7,14,0.65,0.8,0.73,2018-07-14
PAPA UNICA,2018,7,14,0.65,0.9,0.79,2018-07-14
PAPA CANCHAN,2018,7,14,0.65,0.85,0.75,2018-07-14
PAPA BLANCA/VALLE/OTROS,2018,7,13,0.65,0.95,0.79,2018-07-13
PAPA COLOR/VALLE/OTROS,2018,7,13,0.65,0.95,0.79,2018-07-13
PAPA NEGRA ANDINA,2018,7,13,0.65,0.95,0.81,2018-07-13
PAPA YUNGAY,2018,7,13,0.65,0.85,0.75,2018-07-13
PAPA UNICA,2018,7,13,0.7,0.95,0.83,2018-07-13
PAPA CANCHAN,2018,7,13,0.65,0.85,0.75,2018-07-13
PAPA BLANCA/VALLE/OTROS,2018,7,12,0.65,0.85,0.75,2018-07-12
PAPA COLOR/VALLE/OTROS,2018,7,12,0.65,0.9,0.78,2018-07-12
PAPA NEGRA ANDINA,2018,7,12,0.7,0.95,0.84,2018-07-12
PAPA YUNGAY,2018,7,12,0.65,0.85,0.75,2018-07-12
PAPA UNICA,2018,7,12,0.7,0.9,0.8,2018-07-12
PAPA CANCHAN,2018,7,12,0.65,0.85,0.75,2018-07-12
PAPA BLANCA/VALLE/OTROS,2018,7,11,0.55,0.75,0.65,2018-07-11
PAPA COLOR/VALLE/OTROS,2018,7,11,0.65,0.95,0.79,2018-07-11
PAPA NEGRA ANDINA,2018,7,11,0.65,0.95,0.78,2018-07-11
PAPA YUNGAY,2018,7,11,0.65,0.75,0.7,2018-07-11
PAPA UNICA,2018,7,11,0.75,0.95,0.85,2018-07-11
PAPA CANCHAN,2018,7,11,0.65,0.8,0.73,2018-07-11
PAPA BLANCA/VALLE/OTROS,2018,7,10,0.55,0.85,0.68,2018-07-10
PAPA COLOR/VALLE/OTROS,2018,7,10,0.65,0.95,0.8,2018-07-10
PAPA NEGRA ANDINA,2018,7,10,0.7,0.95,0.83,2018-07-10
PAPA YUNGAY,2018,7,10,0.65,0.85,0.76,2018-07-10
PAPA UNICA,2018,7,10,0.7,0.95,0.84,2018-07-10
PAPA CANCHAN,2018,7,10,0.65,0.9,0.78,2018-07-10
PAPA BLANCA/VALLE/OTROS,2018,7,9,0.65,0.85,0.71,2018-07-09
PAPA COLOR/VALLE/OTROS,2018,7,9,0.65,0.95,0.79,2018-07-09
PAPA NEGRA ANDINA,2018,7,9,0.75,0.95,0.84,2018-07-09
PAPA YUNGAY,2018,7,9,0.65,0.85,0.76,2018-07-09
PAPA UNICA,2018,7,9,0.7,0.95,0.84,2018-07-09
PAPA CANCHAN,2018,7,9,0.65,0.85,0.76,2018-07-09
PAPA BLANCA/VALLE/OTROS,2018,7,8,0.6,0.9,0.7,2018-07-08
PAPA COLOR/VALLE/OTROS,2018,7,8,0.65,0.95,0.8,2018-07-08
PAPA NEGRA ANDINA,2018,7,8,0.75,0.95,0.84,2018-07-08
PAPA YUNGAY,2018,7,8,0.65,0.9,0.78,2018-07-08
PAPA UNICA,2018,7,8,0.7,0.95,0.83,2018-07-08
PAPA CANCHAN,2018,7,8,0.65,0.9,0.78,2018-07-08
PAPA BLANCA/VALLE/OTROS,2018,7,7,0.6,0.9,0.7,2018-07-07
PAPA COLOR/VALLE/OTROS,2018,7,7,0.65,0.95,0.8,2018-07-07
PAPA NEGRA ANDINA,2018,7,7,0.75,0.95,0.84,2018-07-07
PAPA YUNGAY,2018,7,7,0.65,0.9,0.78,2018-07-07
PAPA UNICA,2018,7,7,0.7,0.95,0.83,2018-07-07
PAPA CANCHAN,2018,7,7,0.65,0.9,0.78,2018-07-07
PAPA BLANCA/VALLE/OTROS,2018,7,6,0.6,0.9,0.71,2018-07-06
