producto,year,month,day,precio_min,precio_max,precio_mean,date
PAPA COLOR/VALLE/OTROS,2018,7,6,0.65,1.0,0.81,2018-07-06
PAPA NEGRA ANDINA,2018,7,6,0.7,0.95,0.81,2018-07-06
PAPA YUNGAY,2018,7,6,0.65,0.9,0.78,2018-07-06
PAPA UNICA,2018,7,6,0.7,1.0,0.84,2018-07-06
PAPA CANCHAN,2018,7,6,0.65,0.9,0.78,2018-07-06
PAPA BLANCA/VALLE/OTROS,2018,7,5,0.5,0.85,0.64,2018-07-05
PAPA COLOR/VALLE/OTROS,2018,7,5,0.65,1.0,0.81,2018-07-05
PAPA NEGRA ANDINA,2018,7,5,0.6,0.95,0.78,2018-07-05
PAPA YUNGAY,2018,7,5,0.65,0.85,0.75,2018-07-05
PAPA UNICA,2018,7,5,0.7,1.0,0.85,2018-07-05
PAPA CANCHAN,2018,7,5,0.65,0.9,0.78,2018-07-05
PAPA BLANCA/VALLE/OTROS,2018,7,4,0.5,0.85,0.65,2018-07-04
PAPA COLOR/VALLE/OTROS,2018,7,4,0.6,0.95,0.79,2018-07-04
PAPA NEGRA ANDINA,2018,7,4,0.7,0.9,0.81,2018-07-04
PAPA YUNGAY,2018,7,4,0.65,0.85,0.75,2018-07-04
PAPA UNICA,2018,7,4,0.7,0.95,0.83,2018-07-04
PAPA CANCHAN,2018,7,4,0.6,0.9,0.75,2018-07-04
PAPA BLANCA/VALLE/OTROS,2018,7,3,0.6,0.8,0.68,2018-07-03
PAPA COLOR/VALLE/OTROS,2018,7,3,0.65,0.95,0.78,2018-07-03
PAPA NEGRA ANDINA,2018,7,3,0.7,0.9,0.81,2018-07-03
PAPA YUNGAY,2018,7,3,0.65,0.8,0.73,2018-07-03
PAPA UNICA,2018,7,3,0.65,0.95,0.81,2018-07-03
PAPA CANCHAN,2018,7,3,0.65,0.85,0.75,2018-07-03
PAPA BLANCA/VALLE/OTROS,2018,7,2,0.6,0.8,0.68,2018-07-02
PAPA COLOR/VALLE/OTROS,2018,7,2,0.65,0.9,0.76,2018-07-02
PAPA NEGRA ANDINA,2018,7,2,0.65,0.85,0.75,2018-07-02
PAPA YUNGAY,2018,7,2,0.65,0.8,0.73,2018-07-02
PAPA UNICA,2018,7,2,0.65,0.85,0.76,2018-07-02
PAPA CANCHAN,2018,7,2,0.65,0.9,0.78,2018-07-02
PAPA BLANCA/VALLE/OTROS,2018,7,1,0.55,0.9,0.68,2018-07-01
PAPA COLOR/VALLE/OTROS,2018,7,1,0.55,0.85,0.7,2018-07-01
PAPA NEGRA ANDINA,2018,7,1,0.7,0.9,0.81,2018-07-01
PAPA YUNGAY,2018,7,1,0.6,0.9,0.75,2018-07-01
PAPA UNICA,2018,7,1,0.55,0.8,0.69,2018-07-01
PAPA CANCHAN,2018,7,1,0.6,0.85,0.74,2018-07-01
PAPA BLANCA/VALLE/OTROS,2018,6,30,0.55,0.9,0.68,2018-06-30
PAPA COLOR/VALLE/OTROS,2018,6,30,0.55,0.85,0.7,2018-06-30
PAPA NEGRA ANDINA,2018,6,30,0.7,0.9,0.81,2018-06-30
PAPA YUNGAY,2018,6,30,0.6,0.9,0.75,2018-06-30
PAPA UNICA,2018,6,30,0.55,0.8,0.69,2018-06-30
PAPA CANCHAN,2018,6,30,0.6,0.85,0.74,2018-06-30
PAPA BLANCA/VALLE/OTROS,2018,6,29,0.55,0.85,0.7,2018-06-29
PAPA COLOR/VALLE/OTROS,2018,6,29,0.63,0.85,0.74,2018-06-29
PAPA NEGRA ANDINA,2018,6,29,0.7,0.9,0.8,2018-06-29
PAPA YUNGAY,2018,6,29,0.63,0.85,0.74,2018-06-29
PAPA UNICA,2018,6,29,0.58,0.8,0.69,2018-06-29
PAPA CANCHAN,2018,6,29,0.63,0.85,0.74,2018-06-29
PAPA BLANCA/VALLE/OTROS,2018,6,28,0.55,0.8,0.66,2018-06-28
PAPA COLOR/VALLE/OTROS,2018,6,28,0.6,0.85,0.73,2018-06-28
PAPA NEGRA ANDINA,2018,6,28,0.7,0.9,0.81,2018-06-28
PAPA YUNGAY,2018,6,28,0.65,0.8,0.73,2018-06-28
PAPA UNICA,2018,6,28,0.6,0.8,0.72,2018-06-28
PAPA CANCHAN,2018,6,28,0.65,0.85,0.76,2018-06-28
PAPA BLANCA/VALLE/OTROS,2018,6,27,0.6,0.82,0.69,2018-06-27
PAPA COLOR/VALLE/OTROS,2018,6,27,0.65,0.9,0.76,2018-06-27
PAPA NEGRA ANDINA,2018,6,27,0.6,0.8,0.71,2018-06-27
PAPA YUNGAY,2018,6,27,0.7,0.82,0.77,2018-06-27
PAPA UNICA,2018,6,27,0.65,0.85,0.76,2018-06-27
PAPA CANCHAN,2018,6,27,0.65,0.9,0.76,2018-06-27
PAPA BLANCA/VALLE/OTROS,2018,6,26,0.55,0.85,0.69,2018-06-26
PAPA COLOR/VALLE/OTROS,2018,6,26,0.65,0.9,0.78,2018-06-26
PAPA NEGRA ANDINA,2018,6,26,0.65,0.8,0.73,2018-06-26
PAPA YUNGAY,2018,6,26,0.7,0.85,0.78,2018-06-26
PAPA UNICA,2018,6,26,0.65,0.9,0.79,2018-06-26
PAPA CANCHAN,2018,6,26,0.65,0.9,0.76,2018-06-26
PAPA BLANCA/VALLE/OTROS,2018,6,25,0.55,0.8,0.65,2018-06-25
PAPA COLOR/VALLE/OTROS,2018,6,25,0.6,0.95,0.76,2018-06-25
PAPA NEGRA ANDINA,2018,6,25,0.7,0.85,0.78,2018-06-25
PAPA YUNGAY,2018,6,25,0.6,0.8,0.71,2018-06-25
PAPA UNICA,2018,6,25,0.6,0.95,0.8,2018-06-25
PAPA CANCHAN,2018,6,25,0.65,0.85,0.76,2018-06-25
PAPA BLANCA/VALLE/OTROS,2018,6,24,0.6,0.8,0.66,2018-06-24
PAPA COLOR/VALLE/OTROS,2018,6,24,0.6,0.95,0.76,2018-06-24
PAPA NEGRA ANDINA,2018,6,24,0.7,0.85,0.78,2018-06-24
PAPA YUNGAY,2018,6,24,0.6,0.8,0.71,2018-06-24
PAPA UNICA,2018,6,24,0.6,0.95,0.8,2018-06-24
PAPA CANCHAN,2018,6,24,0.65,0.85,0.76,2018-06-24
PAPA BLANCA/VALLE/OTROS,2018,6,23,0.6,0.8,0.66,2018-06-23
PAPA COLOR/VALLE/OTROS,2018,6,23,0.6,0.95,0.76,2018-06-23
PAPA NEGRA ANDINA,2018,6,23,0.7,0.85,0.78,2018-06-23
PAPA YUNGAY,2018,6,23,0.6,0.8,0.71,2018-06-23
PAPA UNICA,2018,6,23,0.6,0.95,0.8,2018-06-23
PAPA CANCHAN,2018,6,23,0.65,0.85,0.76,2018-06-23
PAPA BLANCA/VALLE/OTROS,2018,6,22,0.5,0.6,0.55,2018-06-22
PAPA COLOR/VALLE/OTROS,2018,6,22,0.6,0.95,0.76,2018-06-22
PAPA NEGRA ANDINA,2018,6,22,0.75,0.9,0.83,2018-06-22
PAPA YUNGAY,2018,6,22,0.6,0.8,0.71,2018-06-22
PAPA UNICA,2018,6,22,0.6,0.95,0.8,2018-06-22
PAPA CANCHAN,2018,6,22,0.65,0.85,0.76,2018-06-22
PAPA BLANCA/VALLE/OTROS,2018,6,21,0.5,0.8,0.63,2018-06-21
PAPA COLOR/VALLE/OTROS,2018,6,21,0.6,0.95,0.76,2018-06-21
PAPA NEGRA ANDINA,2018,6,21,0.75,0.9,0.83,2018-06-21
PAPA YUNGAY,2018,6,21,0.6,0.8,0.71,2018-06-21
PAPA UNICA,2018,6,21,0.6,0.95,0.8,2018-06-21
PAPA CANCHAN,2018,6,21,0.65,0.85,0.76,2018-06-21
PAPA BLANCA/VALLE/OTROS,2018,6,20,0.55,0.85,0.69,2018-06-20
PAPA COLOR/VALLE/OTROS,2018,6,20,0.6,1.0,0.8,2018-06-20
PAPA NEGRA ANDINA,2018,6,20,0.7,0.85,0.78,2018-06-20
PAPA YUNGAY,2018,6,20,0.7,0.85,0.78,2018-06-20
PAPA UNICA,2018,6,20,0.6,1.0,0.81,2018-06-20
PAPA CANCHAN,2018,6,20,0.7,0.9,0.8,2018-06-20
PAPA BLANCA/VALLE/OTROS,2018,6,19,0.6,0.8,0.7,2018-06-19
PAPA COLOR/VALLE/OTROS,2018,6,19,0.65,1.0,0.81,2018-06-19
PAPA NEGRA ANDINA,2018,6,19,0.7,0.85,0.78,2018-06-19
PAPA YUNGAY,2018,6,19,0.65,0.8,0.73,2018-06-19
PAPA UNICA,2018,6,19,0.65,1.0,0.84,2018-06-19
PAPA CANCHAN,2018,6,19,0.7,0.9,0.8,2018-06-19
PAPA BLANCA/VALLE/OTROS,2018,6,18,0.55,0.8,0.68,2018-06-18
PAPA COLOR/VALLE/OTROS,2018,6,18,0.65,0.95,0.8,2018-06-18
PAPA NEGRA ANDINA,2018,6,18,0.65,0.9,0.78,2018-06-18
PAPA YUNGAY,2018,6,18,0.65,0.8,0.73,2018-06-18
PAPA UNICA,2018,6,18,0.65,0.95,0.83,2018-06-18
PAPA CANCHAN,2018,6,18,0.7,0.9,0.8,2018-06-18
PAPA BLANCA/VALLE/OTROS,2018,6,17,0.6,0.85,0.71,2018-06-17
PAPA COLOR/VALLE/OTROS,2018,6,17,0.65,0.95,0.8,2018-06-17
PAPA NEGRA ANDINA,2018,6,17,0.75,0.9,0.83,2018-06-17
PAPA YUNGAY,2018,6,17,0.65,0.85,0.75,2018-06-17
PAPA UNICA,2018,6,17,0.65,0.95,0.83,2018-06-17
PAPA CANCHAN,2018,6,17,0.65,0.95,0.8,2018-06-17
PAPA BLANCA/VALLE/OTROS,2018,6,16,0.6,0.85,0.71,2018-06-16
PAPA COLOR/VALLE/OTROS,2018,6,16,0.65,0.95,0.8,2018-06-16
PAPA NEGRA ANDINA,2018,6,16,0.75,0.9,0.83,2018-06-16
PAPA YUNGAY,2018,6,16,0.65,0.85,0.75,2018-06-16
PAPA UNICA,2018,6,16,0.65,0.95,0.83,2018-06-16
PAPA CANCHAN,2018,6,16,0.65,0.95,0.8,2018-06-16
PAPA BLANCA/VALLE/OTROS,2018,6,15,0.6,0.85,0.71,2018-06-15
PAPA COLOR/VALLE/OTROS,2018,6,15,0.65,0.95,0.81,2018-06-15
PAPA NEGRA ANDINA,2018,6,15,0.7,0.9,0.79,2018-06-15
PAPA YUNGAY,2018,6,15,0.7,0.85,0.78,2018-06-15
PAPA UNICA,2018,6,15,0.65,0.95,0.83,2018-06-15
PAPA CANCHAN,2018,6,15,0.7,0.95,0.84,2018-06-15
PAPA BLANCA/VALLE/OTROS,2018,6,14,0.65,0.85,0.74,2018-06-14
PAPA COLOR/VALLE/OTROS,2018,6,14,0.65,1.0,0.83,2018-06-14
PAPA NEGRA ANDINA,2018,6,14,0.7,0.9,0.79,2018-06-14
PAPA YUNGAY,2018,6,14,0.7,0.85,0.78,2018-06-14
PAPA UNICA,2018,6,14,0.65,1.0,0.86,2018-06-14
PAPA CANCHAN,2018,6,14,0.7,0.95,0.84,2018-06-14
PAPA BLANCA/VALLE/OTROS,2018,6,13,0.65,0.85,0.73,2018-06-13
PAPA COLOR/VALLE/OTROS,2018,6,13,0.65,0.95,0.81,2018-06-13
PAPA NEGRA ANDINA,2018,6,13,0.75,0.95,0.85,2018-06-13
PAPA YUNGAY,2018,6,13,0.7,0.85,0.78,2018-06-13
PAPA UNICA,2018,6,13,0.65,0.95,0.8,2018-06-13
PAPA CANCHAN,2018,6,13,0.7,0.95,0.84,2018-06-13
PAPA BLANCA/VALLE/OTROS,2018,6,12,0.6,0.85,0.71,2018-06-12
PAPA COLOR/VALLE/OTROS,2018,6,12,0.65,0.95,0.79,2018-06-12
PAPA NEGRA ANDINA,2018,6,12,0.65,0.85,0.75,2018-06-12
PAPA YUNGAY,2018,6,12,0.7,0.85,0.78,2018-06-12
PAPA UNICA,2018,6,12,0.65,0.95,0.8,2018-06-12
PAPA CANCHAN,2018,6,12,0.7,0.85,0.78,2018-06-12
PAPA BLANCA/VALLE/OTROS,2018,6,11,0.6,0.85,0.73,2018-06-11
PAPA COLOR/VALLE/OTROS,2018,6,11,0.65,1.0,0.81,2018-06-11
PAPA NEGRA ANDINA,2018,6,11,0.65,0.9,0.76,2018-06-11
PAPA YUNGAY,2018,6,11,0.7,0.85,0.78,2018-06-11
PAPA UNICA,2018,6,11,0.65,1.0,0.84,2018-06-11
PAPA CANCHAN,2018,6,11,0.7,0.9,0.79,2018-06-11
PAPA BLANCA/VALLE/OTROS,2018,6,10,0.65,0.8,0.71,2018-06-10
PAPA COLOR/VALLE/OTROS,2018,6,10,0.6,1.1,0.81,2018-06-10
PAPA NEGRA ANDINA,2018,6,10,0.75,0.85,0.8,2018-06-10
PAPA YUNGAY,2018,6,10,0.65,0.8,0.73,2018-06-10
PAPA UNICA,2018,6,10,0.6,1.1,0.89,2018-06-10
PAPA CANCHAN,2018,6,10,0.7,0.85,0.78,2018-06-10
PAPA BLANCA/VALLE/OTROS,2018,6,9,0.65,0.8,0.71,2018-06-09
PAPA COLOR/VALLE/OTROS,2018,6,9,0.6,1.1,0.81,2018-06-09
PAPA NEGRA ANDINA,2018,6,9,0.75,0.85,0.8,2018-06-09
PAPA YUNGAY,2018,6,9,0.65,0.8,0.73,2018-06-09
PAPA UNICA,2018,6,9,0.6,1.1,0.89,2018-06-09
PAPA CANCHAN,2018,6,9,0.7,0.85,0.78,2018-06-09
PAPA BLANCA/VALLE/OTROS,2018,6,8,0.65,0.85,0.74,2018-06-08
PAPA COLOR/VALLE/OTROS,2018,6,8,0.6,1.1,0.83,2018-06-08
PAPA NEGRA ANDINA,2018,6,8,0.75,0.9,0.83,2018-06-08
PAPA YUNGAY,2018,6,8,0.7,0.85,0.78,2018-06-08
PAPA UNICA,2018,6,8,0.6,1.1,0.89,2018-06-08
PAPA CANCHAN,2018,6,8,0.7,0.9,0.81,2018-06-08
PAPA BLANCA/VALLE/OTROS,2018,6,7,0.6,0.85,0.71,2018-06-07
PAPA COLOR/VALLE/OTROS,2018,6,7,0.6,1.15,0.85,2018-06-07
PAPA NEGRA ANDINA,2018,6,7,0.7,0.95,0.85,2018-06-07
PAPA YUNGAY,2018,6,7,0.65,0.85,0.76,2018-06-07
PAPA UNICA,2018,6,7,0.6,1.15,0.91,2018-06-07
PAPA CANCHAN,2018,6,7,0.7,0.95,0.83,2018-06-07
PAPA BLANCA/VALLE/OTROS,2018,6,6,0.6,0.85,0.74,2018-06-06
PAPA COLOR/VALLE/OTROS,2018,6,6,0.65,1.1,0.86,2018-06-06
PAPA NEGRA ANDINA,2018,6,6,0.8,0.95,0.88,2018-06-06
PAPA YUNGAY,2018,6,6,0.7,0.85,0.78,2018-06-06
PAPA UNICA,2018,6,6,0.65,1.1,0.9,2018-06-06
PAPA CANCHAN,2018,6,6,0.75,0.95,0.84,2018-06-06
PAPA BLANCA/VALLE/OTROS,2018,6,5,0.6,0.85,0.73,2018-06-05
PAPA COLOR/VALLE/OTROS,2018,6,5,0.7,1.2,0.9,2018-06-05
PAPA NEGRA ANDINA,2018,6,5,0.7,0.85,0.78,2018-06-05
PAPA YUNGAY,2018,6,5,0.7,0.85,0.78,2018-06-05
PAPA UNICA,2018,6,5,0.7,1.2,0.98,2018-06-05
PAPA CANCHAN,2018,6,5,0.75,0.95,0.84,2018-06-05
PAPA BLANCA/VALLE/OTROS,2018,6,4,0.55,0.7,0.63,2018-06-04
PAPA COLOR/VALLE/OTROS,2018,6,4,0.6,1.1,0.83,2018-06-04
PAPA NEGRA ANDINA,2018,6,4,0.65,0.8,0.73,2018-06-04
PAPA YUNGAY,2018,6,4,0.65,0.8,0.73,2018-06-04
PAPA UNICA,2018,6,4,0.6,1.1,0.88,2018-06-04
PAPA CANCHAN,2018,6,4,0.7,0.9,0.8,2018-06-04
PAPA BLANCA/VALLE/OTROS,2018,6,3,0.65,0.8,0.73,2018-06-03
PAPA COLOR/VALLE/OTROS,2018,6,3,0.65,1.15,0.85,2018-06-03
PAPA NEGRA ANDINA,2018,6,3,0.75,0.9,0.83,2018-06-03
PAPA YUNGAY,2018,6,3,0.7,0.8,0.74,2018-06-03
PAPA UNICA,2018,6,3,0.65,1.15,0.91,2018-06-03
PAPA CANCHAN,2018,6,3,0.7,0.9,0.8,2018-06-03
PAPA BLANCA/VALLE/OTROS,2018,6,2,0.65,0.8,0.73,2018-06-02
PAPA COLOR/VALLE/OTROS,2018,6,2,0.65,1.15,0.85,2018-06-02
PAPA NEGRA ANDINA,2018,6,2,0.75,0.9,0.83,2018-06-02
PAPA YUNGAY,2018,6,2,0.7,0.8,0.74,2018-06-02
PAPA UNICA,2018,6,2,0.65,1.15,0.91,2018-06-02
PAPA CANCHAN,2018,6,2,0.7,0.9,0.8,2018-06-02
PAPA BLANCA/VALLE/OTROS,2018,6,1,0.6,0.8,0.69,2018-06-01
PAPA COLOR/VALLE/OTROS,2018,6,1,0.65,1.1,0.84,2018-06-01
PAPA NEGRA ANDINA,2018,6,1,0.8,0.9,0.85,2018-06-01
PAPA YUNGAY,2018,6,1,0.65,0.8,0.73,2018-06-01
PAPA UNICA,2018,6,1,0.65,1.1,0.9,2018-06-01
PAPA CANCHAN,2018,6,1,0.7,0.9,0.8,2018-06-01
PAPA BLANCA/VALLE/OTROS,2018,5,31,0.65,0.8,0.73,2018-05-31
PAPA COLOR/VALLE/OTROS,2018,5,31,0.65,1.1,0.84,2018-05-31
PAPA NEGRA ANDINA,2018,5,31,0.75,0.85,0.8,2018-05-31
PAPA YUNGAY,2018,5,31,0.65,0.8,0.73,2018-05-31
PAPA UNICA,2018,5,31,0.65,1.1,0.91,2018-05-31
PAPA CANCHAN,2018,5,31,0.7,0.9,0.8,2018-05-31
PAPA BLANCA/VALLE/OTROS,2018,5,30,0.6,0.85,0.69,2018-05-30
PAPA COLOR/VALLE/OTROS,2018,5,30,0.65,1.12,0.83,2018-05-30
PAPA NEGRA ANDINA,2018,5,30,0.75,0.85,0.8,2018-05-30
PAPA YUNGAY,2018,5,30,0.6,0.85,0.74,2018-05-30
PAPA UNICA,2018,5,30,0.65,1.12,0.93,2018-05-30
PAPA CANCHAN,2018,5,30,0.7,0.85,0.78,2018-05-30
PAPA BLANCA/VALLE/OTROS,2018,5,29,0.6,0.8,0.69,2018-05-29
PAPA COLOR/VALLE/OTROS,2018,5,29,0.65,1.15,0.85,2018-05-29
PAPA NEGRA ANDINA,2018,5,29,0.8,0.9,0.86,2018-05-29
PAPA YUNGAY,2018,5,29,0.65,0.8,0.73,2018-05-29
PAPA UNICA,2018,5,29,0.7,1.15,0.94,2018-05-29
PAPA CANCHAN,2018,5,29,0.65,0.9,0.76,2018-05-29
PAPA BLANCA/VALLE/OTROS,2018,5,28,0.65,0.8,0.73,2018-05-28
PAPA COLOR/VALLE/OTROS,2018,5,28,0.7,1.1,0.86,2018-05-28
PAPA NEGRA ANDINA,2018,5,28,0.8,0.95,0.88,2018-05-28
PAPA YUNGAY,2018,5,28,0.65,0.8,0.73,2018-05-28
PAPA UNICA,2018,5,28,0.7,1.1,0.9,2018-05-28
PAPA CANCHAN,2018,5,28,0.75,0.9,0.83,2018-05-28
PAPA BLANCA/VALLE/OTROS,2018,5,27,0.7,0.85,0.76,2018-05-27
PAPA COLOR/VALLE/OTROS,2018,5,27,0.7,1.2,0.9,2018-05-27
PAPA NEGRA ANDINA,2018,5,27,0.75,0.9,0.83,2018-05-27
PAPA YUNGAY,2018,5,27,0.7,0.85,0.78,2018-05-27
PAPA UNICA,2018,5,27,0.75,1.2,0.99,2018-05-27
PAPA CANCHAN,2018,5,27,0.7,0.95,0.84,2018-05-27
PAPA BLANCA/VALLE/OTROS,2018,5,26,0.7,0.85,0.76,2018-05-26
PAPA COLOR/VALLE/OTROS,2018,5,26,0.7,1.2,0.9,2018-05-26
PAPA NEGRA ANDINA,2018,5,26,0.75,0.9,0.83,2018-05-26
PAPA YUNGAY,2018,5,26,0.7,0.85,0.78,2018-05-26
PAPA UNICA,2018,5,26,0.75,1.2,0.99,2018-05-26
PAPA CANCHAN,2018,5,26,0.7,0.95,0.84,2018-05-26
PAPA BLANCA/VALLE/OTROS,2018,5,25,0.7,0.85,0.76,2018-05-25
PAPA COLOR/VALLE/OTROS,2018,5,25,0.7,1.2,0.91,2018-05-25
PAPA NEGRA ANDINA,2018,5,25,0.75,0.95,0.85,2018-05-25
PAPA YUNGAY,2018,5,25,0.7,0.85,0.78,2018-05-25
PAPA UNICA,2018,5,25,0.75,1.2,1.0,2018-05-25
PAPA CANCHAN,2018,5,25,0.7,1.0,0.85,2018-05-25
PAPA BLANCA/VALLE/OTROS,2018,5,24,0.6,0.9,0.73,2018-05-24
PAPA COLOR/VALLE/OTROS,2018,5,24,0.65,1.25,0.88,2018-05-24
PAPA NEGRA ANDINA,2018,5,24,0.7,0.9,0.81,2018-05-24
PAPA YUNGAY,2018,5,24,0.65,0.9,0.78,2018-05-24
PAPA UNICA,2018,5,24,0.7,1.25,0.99,2018-05-24
PAPA CANCHAN,2018,5,24,0.65,0.9,0.78,2018-05-24
PAPA BLANCA/VALLE/OTROS,2018,5,23,0.7,0.85,0.78,2018-05-23
PAPA COLOR/VALLE/OTROS,2018,5,23,0.7,1.25,0.88,2018-05-23
PAPA NEGRA ANDINA,2018,5,23,0.7,0.8,0.75,2018-05-23
PAPA YUNGAY,2018,5,23,0.7,0.85,0.78,2018-05-23
PAPA UNICA,2018,5,23,0.7,1.25,0.98,2018-05-23
PAPA CANCHAN,2018,5,23,0.7,0.85,0.78,2018-05-23
PAPA BLANCA/VALLE/OTROS,2018,5,22,0.7,0.85,0.75,2018-05-22
PAPA COLOR/VALLE/OTROS,2018,5,22,0.7,1.3,0.89,2018-05-22
PAPA NEGRA ANDINA,2018,5,22,0.65,0.85,0.76,2018-05-22
PAPA YUNGAY,2018,5,22,0.7,0.85,0.78,2018-05-22
PAPA UNICA,2018,5,22,0.7,1.3,1.01,2018-05-22
PAPA CANCHAN,2018,5,22,0.7,0.85,0.78,2018-05-22
PAPA BLANCA/VALLE/OTROS,2018,5,21,0.7,0.85,0.76,2018-05-21
PAPA COLOR/VALLE/OTROS,2018,5,21,0.7,1.2,0.88,2018-05-21
PAPA NEGRA ANDINA,2018,5,21,0.7,0.8,0.75,2018-05-21
PAPA YUNGAY,2018,5,21,0.7,0.85,0.78,2018-05-21
PAPA UNICA,2018,5,21,0.75,1.2,0.98,2018-05-21
PAPA CANCHAN,2018,5,21,0.7,0.85,0.78,2018-05-21
PAPA BLANCA/VALLE/OTROS,2018,5,20,0.6,0.8,0.71,2018-05-20
PAPA COLOR/VALLE/OTROS,2018,5,20,0.65,1.25,0.86,2018-05-20
PAPA NEGRA ANDINA,2018,5,20,0.65,0.85,0.75,2018-05-20
PAPA YUNGAY,2018,5,20,0.6,0.75,0.68,2018-05-20
PAPA UNICA,2018,5,20,0.65,1.25,0.97,2018-05-20
PAPA CANCHAN,2018,5,20,0.65,0.9,0.79,2018-05-20
PAPA BLANCA/VALLE/OTROS,2018,5,19,0.6,0.8,0.71,2018-05-19
PAPA COLOR/VALLE/OTROS,2018,5,19,0.65,1.25,0.86,2018-05-19
PAPA NEGRA ANDINA,2018,5,19,0.65,0.85,0.75,2018-05-19
PAPA YUNGAY,2018,5,19,0.6,0.75,0.68,2018-05-19
PAPA UNICA,2018,5,19,0.65,1.25,0.97,2018-05-19
PAPA CANCHAN,2018,5,19,0.0,0.9,0.53,2018-05-19
PAPA BLANCA/VALLE/OTROS,2018,5,18,0.65,0.8,0.74,2018-05-18
PAPA COLOR/VALLE/OTROS,2018,5,18,0.65,1.3,0.89,2018-05-18
PAPA NEGRA ANDINA,2018,5,18,0.7,0.9,0.81,2018-05-18
PAPA YUNGAY,2018,5,18,0.65,0.8,0.73,2018-05-18
PAPA UNICA,2018,5,18,0.65,1.3,1.0,2018-05-18
PAPA CANCHAN,2018,5,18,0.65,0.95,0.8,2018-05-18
PAPA BLANCA/VALLE/OTROS,2018,5,17,0.6,0.8,0.73,2018-05-17
PAPA COLOR/VALLE/OTROS,2018,5,17,0.7,1.25,0.9,2018-05-17
PAPA NEGRA ANDINA,2018,5,17,0.7,0.85,0.78,2018-05-17
PAPA YUNGAY,2018,5,17,0.7,0.8,0.75,2018-05-17
PAPA UNICA,2018,5,17,0.7,1.25,1.0,2018-05-17
PAPA CANCHAN,2018,5,17,0.75,0.9,0.83,2018-05-17
PAPA BLANCA/VALLE/OTROS,2018,5,16,0.6,0.85,0.71,2018-05-16
PAPA COLOR/VALLE/OTROS,2018,5,16,0.7,1.2,0.9,2018-05-16
PAPA NEGRA ANDINA,2018,5,16,0.7,0.9,0.81,2018-05-16
PAPA YUNGAY,2018,5,16,0.65,0.85,0.74,2018-05-16
PAPA UNICA,2018,5,16,0.7,1.2,0.98,2018-05-16
PAPA CANCHAN,2018,5,16,0.7,1.0,0.85,2018-05-16
PAPA BLANCA/VALLE/OTROS,2018,5,15,0.65,0.85,0.74,2018-05-15
PAPA COLOR/VALLE/OTROS,2018,5,15,0.65,1.2,0.86,2018-05-15
PAPA NEGRA ANDINA,2018,5,15,0.65,0.85,0.76,2018-05-15
PAPA YUNGAY,2018,5,15,0.65,0.85,0.74,2018-05-15
PAPA UNICA,2018,5,15,0.7,1.2,0.96,2018-05-15
PAPA CANCHAN,2018,5,15,0.65,0.9,0.78,2018-05-15
PAPA BLANCA/VALLE/OTROS,2018,5,14,0.7,0.85,0.76,2018-05-14
PAPA COLOR/VALLE/OTROS,2018,5,14,0.7,1.18,0.88,2018-05-14
PAPA NEGRA ANDINA,2018,5,14,0.6,0.85,0.73,2018-05-14
PAPA YUNGAY,2018,5,14,0.7,0.85,0.78,2018-05-14
PAPA UNICA,2018,5,14,0.7,1.18,0.97,2018-05-14
PAPA CANCHAN,2018,5,14,0.75,0.9,0.83,2018-05-14
PAPA BLANCA/VALLE/OTROS,2018,5,13,0.7,0.85,0.78,2018-05-13
PAPA COLOR/VALLE/OTROS,2018,5,13,0.7,1.2,0.9,2018-05-13
PAPA NEGRA ANDINA,2018,5,13,0.6,0.85,0.73,2018-05-13
PAPA YUNGAY,2018,5,13,0.7,0.83,0.77,2018-05-13
PAPA UNICA,2018,5,13,0.8,1.2,1.0,2018-05-13
PAPA CANCHAN,2018,5,13,0.7,0.9,0.8,2018-05-13
PAPA BLANCA/VALLE/OTROS,2018,5,12,0.7,0.85,0.78,2018-05-12
PAPA COLOR/VALLE/OTROS,2018,5,12,0.7,1.2,0.9,2018-05-12
PAPA NEGRA ANDINA,2018,5,12,0.6,0.85,0.73,2018-05-12
PAPA YUNGAY,2018,5,12,0.7,0.83,0.77,2018-05-12
PAPA UNICA,2018,5,12,0.8,1.2,1.01,2018-05-12
PAPA CANCHAN,2018,5,12,0.7,0.9,0.8,2018-05-12
PAPA BLANCA/VALLE/OTROS,2018,5,11,0.7,0.85,0.79,2018-05-11
PAPA COLOR/VALLE/OTROS,2018,5,11,0.75,1.25,0.94,2018-05-11
PAPA NEGRA ANDINA,2018,5,11,0.8,0.9,0.85,2018-05-11
PAPA YUNGAY,2018,5,11,0.7,0.85,0.78,2018-05-11
PAPA UNICA,2018,5,11,0.8,1.25,1.04,2018-05-11
PAPA CANCHAN,2018,5,11,0.75,0.95,0.86,2018-05-11
PAPA BLANCA/VALLE/OTROS,2018,5,10,0.75,1.0,0.89,2018-05-10
PAPA COLOR/VALLE/OTROS,2018,5,10,0.75,1.2,0.95,2018-05-10
PAPA NEGRA ANDINA,2018,5,10,0.8,0.9,0.85,2018-05-10
PAPA YUNGAY,2018,5,10,0.75,0.9,0.83,2018-05-10
PAPA UNICA,2018,5,10,0.8,1.2,1.01,2018-05-10
PAPA CANCHAN,2018,5,10,0.75,1.05,0.9,2018-05-10
