producto,date,precio_mean
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-11,1.7243333333333333
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2018-12,1.9345161290322581
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-01,1.7312903225806453
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-02,1.1389285714285715
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-03,1.3338709677419356
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-04,1.323
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-05,1.1848387096774193
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-06,1.1683333333333332
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-07,1.3635483870967744
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-08,1.413225806451613
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-09,1.8266666666666667
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-10,2.1141935483870964
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-11,2.5656666666666665
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2019-12,2.196451612903226
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-01,1.2380645161290322
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-02,0.9627586206896552
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-03,1.0883870967741935
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-04,1.04
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-05,0.9415384615384615
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-06,0.9138461538461538
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-07,1.1351612903225805
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-08,1.3832142857142855
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-09,1.7207142857142856
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-10,1.857741935483871
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-11,1.799
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2020-12,1.7409677419354839
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-01,1.7558064516129033
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-02,1.4010714285714285
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-03,1.287741935483871
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2021-04,0.9823333333333333
